"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202100032926";"3";"CROIZAT AMBROISE RD 29 BIS";"0";"N/A";"2";"3";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100032927";"3";"FORT DE LA BRICHE";"0";"N/A";"3";"5";"0";"1";"0";"1";"1";"";" -1";"2";"5";"1";"50"
"202100032928";"3";"CROISAT AMBROISE RD 29 BIS";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100032929";"3";"GRANDE RUE";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100032930";"3";"JEAN LOLIVE (AVENUE)(1/55 2/60)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100032931";"3";"BOISSIERE (BOULEVARD DE LA)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"50"
"202100032932";"4";"GENERAL DE GAULE (PLACE DU)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"4";"50"
"202100032933";"4";"SOURCE (AVENUE DE LA)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032934";"3";"BRIAND (AV. ARISTIDE) 2 A 132";"0";"N/A";"1";"6";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100032935";"4";"""JEAN JAURES (AVENUE """"DU 01 AU 19"""")""";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032936";"3";"7";"0";"N/A";"1";"1";"0";"1";"1";"0";"1";"";" -1";"1";"3";"1";"50"
"202100032937";"3";"985";"0";"N/A";" -1";"4";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032938";"4";"N/A";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032939";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032940";"3";"N/A";"0";"N/A";"3";"6";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032941";"4";"N/A";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032942";"3";"STALINGRAD (AV DE)";"0";"N/A";" -1";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032943";"3";"1";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032944";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032945";"3";"HUGO (AVENUE VICTOR)";"0";"N/A";"2";"4";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032946";"3";"MARNE   ( AVENUE DE LA )";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100032947";"3";"384";" -1";"N/A";"2";"2";"0";"1";"14";"200";"1";"";" -1";"1";"0";"1";"90"
"202100032948";"9";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"5";"1";"0";"1";"50"
"202100032949";"3";"105";" -1";"N/A";"3";"2";"0";"1";"3";"900";"1";"";" -1";"2";"0";"1";"90"
"202100032950";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"4";"1";"0";"3";"50"
"202100032951";"3";"9";"0";"N/A";"2";"2";"0";"1";"7";"200";"1";"";" -1";"1";"0";"1";"80"
"202100032952";"7";"N/A";" -1";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";"4";"1";"0";"1";"50"
"202100032953";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"5";"1";"9";"1";"50"
"202100032954";"3";"268";"0";"D";"2";"2";"0";"1";"1";"775";"1";"";" -1";"1";"0";"1";"50"
"202100032955";"3";"19";" -1";"N/A";"2";"2";"0";"1";"16";"267";"1";"";" -1";"2";"0";"3";"50"
"202100032956";"3";"678";" -1";"N/A";"2";"2";"0";"1";"57";"100";"1";"";" -1";"1";"0";"1";"50"
"202100032957";"3";"N/A";" -1";"N/A";"1";"1";"0";"2";"(1)";"(1)";"1";"";"3,5";"1";"0";"1";"30"
"202100032958";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"4";"";" -1";"1";"0";"1";"50"
"202100032959";"4";"N/A";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";"3";"1";"0";"1";"80"
"202100032960";"2";"2";" -1";"N/A";"2";"2";"0";"1";"74";"50";"1";"";" -1";"1";"0";"1";"80"
"202100032961";"3";"12";" -1";"N/A";"2";"2";"0";"1";"22";"0";"1";"";" -1";"1";"0";"3";"80"
"202100032962";"3";"48";" -1";"N/A";"2";"2";"0";"1";"3";"400";"1";"";" -1";"1";"5";"1";"80"
"202100032963";"3";"951";"0";"N/A";"2";"2";"0";"1";"9";"100";"3";"";" -1";"1";"0";"8";"80"
"202100032964";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"5";"1";"0";"1";"90"
"202100032965";"3";"263";"0";"D";"2";"2";"0";"1";"4";"600";"1";"";" -1";"1";"0";"8";"80"
"202100032966";"3";"102";"0";"D";"2";"2";"0";"1";"8";"50";"1";"";" -1";"2";"0";"1";"80"
"202100032967";"3";"7";" -1";"N/A";"2";"2";"0";"1";"43";"800";"4";"";" -1";"1";"0";"1";"80"
"202100032968";"3";"907";" -1";"N/A";"2";"2";"0";"2";"6";"750";"4";"";" -1";"1";"0";"3";"80"
"202100032969";"3";"4";" -1";"N/A";"2";"2";"0";"2";"86";"976";"1";"";" -1";"1";"0";"1";"80"
"202100032970";"3";"926";" -1";"N/A";"2";"2";"0";"1";"23";"900";"1";"";" -1";"1";"0";"3";"80"
"202100032971";"2";"N2";" -1";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"70"
"202100032972";"4";"N/A";" -1";"N/A";"2";"1";"0";"2";"(1)";"(1)";"1";"";"3";"1";"0";"1";"50"
"202100032973";"4";"N/A";" -1";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100032974";"3";"902";"0";"N/A";"2";"2";"0";"1";"16";"970";"2";"";" -1";"1";"0";"3";"70"
"202100032975";"3";"9";" -1";"N/A";"2";"2";"0";"2";"4";"500";"2";"";" -1";"9";"0";"1";"80"
"202100032976";"3";"N/A";" -1";"N/A";" -1";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100032977";"1";"A507 sens Marseille - Aubagne";"0";"N/A";" -1";"3";"0";"1";"6";"559";"1";"";" -1";"1";"1";"1";"70"
"202100032978";"1";"A507 sens Aubagne- Marseille";"0";"N/A";" -1";"3";"0";"1";"3";"299";"1";"";" -1";"1";"0";"1";"70"
"202100032979";"1";"A50-Sens Marseille vers Aubagne";"0";"N/A";"1";"3";"0";"1";"5";"0";"1";"";" -1";"1";"0";"1";"90"
"202100032980";"1";"A51-Sens Marseille vers Aix en Provence";"0";"N/A";" -1";"1";"0";"1";"3";"190";"3";"";" -1";"1";"0";"1";"50"
"202100032981";"1";"A55-Sens Marseille vers Martigues";"0";"N/A";"1";"2";"0";"1";"24";"100";"1";"";" -1";"1";"0";"1";"110"
"202100032982";"1";"A7-Sens Marseille vers Lyon";"0";"N/A";"1";"3";"0";"1";"274";"0";"1";"";" -1";"1";"0";"1";"90"
"202100032983";"1";"A507 sens Aubagne- Marseille";"0";"N/A";" -1";"3";"0";"1";"5";"260";"1";"";" -1";"1";"1";"1";"70"
"202100032984";"7";"RD383   0.000 A 1.165";"0";"N/A";" -1";"3";"0";"1";"0";"899";"3";"";" -1";"1";"0";"1";"70"
"202100032985";"7";"M7   2.278 A 3.690";"0";"N/A";"3";"6";"0";"2";"2";"500";"2";"";" -1";"2";"0";"1";"70"
"202100032986";"1";"Autoroute A31";"0";"N/A";"3";"4";"0";"1";"338";"399";"1";"";" -1";"1";"0";"3";"110"
"202100032987";"7";"M351";"0";"N/A";"3";"3";"0";"1";"0";"699";"1";"";" -1";"1";"0";"1";"90"
"202100032988";"7";"Autoroute A.351";"0";"N/A";"1";"3";"0";"1";"1";"700";"1";"";" -1";"1";"0";"1";"90"
"202100032989";"1";"AUTOROUTE A1";"0";"N/A";"3";"4";"0";"1";"208";"0";"1";"";" -1";"1";"0";"1";"90"
"202100032990";"2";"RN 104";"0";"N/A";"2";"4";"0";"1";"44";"950";"1";"";" -1";"1";"0";"1";"110"
"202100032991";"1";"6";"0";"N/A";"3";"6";"0";"2";"15";"899";"1";"";" -1";"2";"0";"1";"110"
"202100032992";"1";"AUTOROUTE A6";"0";"N/A";"1";"4";"0";"1";"26";"100";"1";"";" -1";"2";"3";"1";"90"
"202100032993";"1";"A13";"0";"N/A";"1";"3";"0";"1";"28";"0";"1";"";" -1";"3";"0";"1";"110"
"202100032994";"1";"A12 W";"0";"N/A";"3";"3";"0";"1";"5";"800";"1";"";" -1";"1";"0";"1";"90"
"202100032995";"1";"A13";"0";"N/A";" -1";"3";"0";"1";"23";"49";"1";"";" -1";"1";"0";"1";"110"
"202100032996";"1";"A13";"0";"N/A";"3";"3";"0";"1";"10";"199";"1";"";" -1";"1";"0";"1";"110"
"202100032997";"1";"AUTOROUTE A1";"0";"N/A";"3";"7";"0";"1";"20";"399";"1";"";" -1";"1";"1";"1";"90"
"202100032998";"1";"AUTOROUTE A3";"0";"N/A";"3";" -1";"0";"1";"15";"0";"1";"";" -1";"2";"0";"1";"90"
"202100032999";"1";"AUTOROUTE A115";"0";"N/A";"1";"2";"0";"2";"0";"100";"3";"";" -1";"2";"0";"1";"70"
"202100033000";"1";"AUTOROUTE A15";"0";"N/A";"3";"5";"0";"2";"7";"0";"2";"";" -1";"2";"0";"1";"5"
"202100033001";"1";"AUTOROUTE A15";"0";"N/A";"3";"8";"0";"1";"5";"599";"1";"";" -1";"1";"2";"1";"90"
"202100033002";"1";"A4";"0";"N/A";"3";"3";"3";"1";"14";"399";"1";"";" -1";"1";"0";"1";"110"
"202100033003";"1";"A4";"0";"N/A";"1";"5";"0";"1";"4";"300";"1";"";" -1";"2";"0";"1";"90"
"202100033004";"4";"CHATEAU (PLACE DU)";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"1";"30"
"202100033005";"4";"DEBUSSY (CLAUDE)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"9";"1";"50"
"202100033006";"4";"PAUL BERT                           (R )";"0";"N/A";"1";"1";"2";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033007";"4";"DOMENJOD (ROUTE DE)";"0";"N/A";"2";"1";"0";"2";"0";"0";"1";"";" -1";"1";"5";"1";"50"
"202100033008";"4";"CARPAYE(AVENUE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033009";"3";"MADELEINE (ROUTE DE LA)";"0";"N/A";"2";" -1";"0";"1";"1";"500";"1";"";" -1";"1";"0";"1";"50"
"202100033010";"4";"MONTAGNY (DE)                       (R )";"0";"N/A";"2";"2";"2";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"50"
"202100033011";"4";"BERGES DU RHONE";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"6";"5";"20"
"202100033012";"1";"AUTOROUTE (A1)";"0";"N/A";"2";"6";"0";"2";"1";"700";"1";"";" -1";"1";"3";"1";"90"
"202100033013";"7";"HIPPODROME (DE L')                  (AV)";"0";"N/A";" -1";"1";"0";"1";"2";"900";"1";"";" -1";"1";"0";"1";"50"
"202100033014";"4";"N/A";"0";"N/A";"1";"2";"0";"2";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"50"
"202100033015";"4";"AV DE VILLIERS";"0";"N/A";"2";"2";"0";"1";"0";"100";"2";"";" -1";"1";"0";"4";"30"
"202100033016";"3";"54";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100033017";"3";"CORBEIL (ROUTE DE)";"0";"N/A";"1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033018";"1";"AUTOROUTE A20";"0";"N/A";"3";"4";"0";"1";"188";"759";"3";"";" -1";"2";"0";"1";"110"
"202100033019";"4";"CHENES (RUE DES)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033020";"4";"NEXON (RUE DE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"3";"";" -1";"1";"0";"1";"50"
"202100033021";"9";"MOTTET (Rue Agathe)";"0";"N/A";"4";"1";"3";"1";"0";"9";"1";"";" -1";"1";"6";"6";"10"
"202100033022";"4";"N/A";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"8";"1";"50"
"202100033023";"4";"GRENIER (QUAI EMILE)";"0";"N/A";" -1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033024";"3";"TOULON (ANCIEN CHEMIN DE)";"0";"N/A";"2";"2";"0";"1";"17";"60";"1";"";" -1";"1";"0";"1";"50"
"202100033025";"3";"ALLONVILLE (ROUTE D')";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"80"
"202100033026";"4";"N/A";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033027";"2";"VERSAILLES (ROUTE DE)";"0";"N/A";"2";"4";"0";"2";"25";"103";"1";"";" -1";"2";"0";"1";"70"
"202100033028";"3";"SALVADOR ALLENDE (BOULEVARD)";"0";"N/A";"3";"4";"0";"1";"7";"674";"1";"";" -1";"2";"5";"1";"50"
"202100033029";"4";"SAINT LIESNE (RUE)";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033030";"4";"BIGNE A FOSSE";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033031";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100033032";"4";"RHIN ET DANUBE                      (R )";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033033";"7";"SCHIRMECK (ROUTE DE)";"0";"N/A";"2";"3";"3";"1";"55";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033034";"7";"FAUBOURG DE BETHUNE RUE";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"1";"50"
"202100033035";"4";"PAIX RUE DE LA";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033036";"3";"LALLAING(ROUTE DE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033037";"7";"ALEXANDRE 1ER (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100033038";"4";"CHEZEL (RUE CLOVIS)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"5";"1";"50"
"202100033039";"3";"VILLAGE GENVRESSE";"0";"N/A";"2";"2";"0";"1";"0";"734";"1";"";" -1";"1";"0";"1";"80"
"202100033040";"4";"MICHEL LECOSTEY (RUE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100033041";"3";"RD 158";"0";"N/A";"2";"2";"0";"1";"0";"0";"4";"";" -1";"2";"0";"1";"80"
"202100033042";"1";"A87N";"0";"N/A";"3";"4";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"90"
"202100033043";"1";"A87N";"0";"N/A";"3";"5";"0";"1";"1";"0";"1";"";" -1";"2";"9";"1";"90"
"202100033044";"4";"BRESSIGNY";"0";"N/A";"1";"1";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"30"
"202100033045";"4";"JULIEN (RUE STANISLAS JULIEN)";"0";"N/A";"1";"1";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033046";"7";"A 701 (BRETELLE ACCES)";"0";"N/A";"3";"4";"0";"1";"2";"780";"3";"";" -1";"1";"0";"1";"50"
"202100033047";"4";"COLOMBIER (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033048";"4";"BONNIN (AVENUE JEAN)";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033049";"4";"BALUE (RUE DE LA)";"0";"N/A";"2";"3";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"4";"50"
"202100033050";"2";"RN136";"0";"N/A";"3";"4";"0";"1";"18";"176";"2";"";" -1";"1";"0";"3";"90"
"202100033051";"2";"EST (ROCADE)";"0";"N/A";"3";"4";"0";"1";"26";"950";"1";"";" -1";"1";"0";"1";"90"
"202100033052";"4";"VOLCLAIR (BD LOUIS)";"0";"N/A";"3";"2";"2";"1";"(1)";"(1)";"1";"";" -1";"2";"5";"1";"50"
"202100033053";"4";"RENOUVIER (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033054";"4";"PCE MARTYRS DE LA RESISTANCE";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"50"
"202100033055";"4";"QUAI DU MARECHAL LYAUTEY";"0";"N/A";"3";"4";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033056";"4";"CRS DE LA MARNE";"0";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"1";" -1";"1";"50"
"202100033057";"4";"CARNOT (AVE )";"0";"N/A";"3";"2";"1";"2";"(1)";"(1)";"4";"";" -1";"2";"0";"1";"50"
"202100033058";"4";"RUE DU LOT";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033059";"4";"EUROPE (RUE GAL PAULET - RP PEN AR CHLEU";"0";"N/A";"3";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033060";"4";"CHASLES (BOULEVARD)";"0";"N/A";"2";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100033061";"7";"CD 49";"0";"N/A";"2";"3";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033062";"4";"CAPELETTE (AVENUE DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033063";"4";"REGNY (TRAVERSE)";"0";"N/A";"1";"2";"3";"1";"0";"0";"1";"";" -1";"1";"0";"6";"50"
"202100033064";"4";"ROME (RUE DE)";"0";"N/A";"2";"2";"3";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033065";"4";"PRADO (AVENUE DU)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"9";"4";"50"
"202100033066";"7";"BODIN (AVENUE EMILE)";"0";"N/A";"2";"2";"0";"2";"2749";"0";"2";"";" -1";"1";"1";"1";"70"
"202100033067";"4";"PIERRE BROSSOLETTE (RUE)";"0";"N/A";"2";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"1";"30"
"202100033068";"3";"LUYE ( ROUTE DE LA )";"0";"N/A";"2";"2";"0";"1";"5";"764";"1";"";" -1";"1";"0";"1";"80"
"202100033069";"4";"PORTE DE SAINT OUEN";"0";"N/A";"1";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"70"
"202100033070";"4";"PORTE DE SAINT OUEN";"0";"N/A";" -1";"4";"0";"1";"20";"700";"1";"";" -1";"1";"0";"1";"70"
"202100033071";"4";"RUE JULIA BARTET";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"1";"1";"50"
"202100033072";"4";"RUE DE TOLBIAC";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033073";"4";"RUE JUSSIEU";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033074";"4";"RUE DE BELLEVILLE";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"4";"50"
"202100033075";"4";"AVENUE GAMBETTA";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033076";"4";"AVENUE GAMBETTA";"0";"N/A";"2";"2";"3";"2";"(1)";"(1)";"1";"";" -1";"2";"0";"6";"30"
"202100033077";"4";"AVENUE DE FLANDRE";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033078";"4";"RUE DE MEAUX";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100033079";"4";"QUAI DE LA GIRONDE";"0";"N/A";"1";"1";"1";"1";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"30"
"202100033080";"4";"AVENUE SIMON BOLIVAR";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100033081";"4";"RUE MARX DORMOY";"0";"N/A";"2";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033082";"4";"AVENUE DE VILLIERS";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033083";"4";"BOULEVARD DIDEROT";"0";"N/A";"1";"4";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"5";"30"
"202100033084";"4";"RUE DE ROME";"0";"N/A";"2";"4";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033085";"4";"RUE BEAUBOURG";"0";"N/A";"1";"3";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"6";"50"
"202100033086";"4";"BOULEVARD DE SEBASTOPOL";"0";"N/A";"2";"5";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100033087";"3";"JULES GUESDE (QU)";"0";"N/A";"4";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033088";"3";"GENERAL DE GAULLE (AV DU)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"30"
"202100033089";"2";"PARIS (R DE)";"0";"N/A";"2";"4";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033090";"3";"GENERAL LECLERC (AV DU)";"0";"N/A";"3";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033091";"4";"GAMBETTA (AV)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033092";"3";"REPUBLIQUE (AV DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033093";"3";"LUGO (AV DE)";"0";"N/A";" -1";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100033094";"2";"POMPADOUR(ROUTE DE LA)";"0";"N/A";"1";"1";"0";"1";"0";"1";"4";"";" -1";"1";"0";"1";"30"
"202100033095";"3";"LIBERATION (RTE DE LA)";"0";"N/A";"1";"2";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"50"
"202100033096";"5";"ROSNY 2 (CENTRE COMMERCIAL)";"0";"N/A";" -1";"0";"0";"1";"1";"0";"1";"";" -1";"1";"9";"8";"30"
"202100033097";"4";"ROBERT SCHUMANN (AVENUE)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033098";"4";"FERRY (RUE JULES)";"0";"N/A";"2";"2";"0";"1";"1";"0";"2";"";" -1";"1";"0";"1";"50"
"202100033099";"3";"LENINE (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"30"
"202100033100";"3";"39";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"5";"1";"50"
"202100033101";"3";"MARCEL PAUL (AVENUE) (1/103)";"0";"N/A";"2";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033102";"3";"992";"0";"N/A";" -1";"0";"0";"1";"0";"0";"1";"";" -1";"1";"4";"1";"50"
"202100033103";"4";"N/A";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100033104";"3";"907";"0";"N/A";"1";"3";"1";"1";"0";"0";"2";"";" -1";"1";"5";"1";"50"
"202100033105";"3";"859";"0";"D";"2";"2";"0";"1";"4";"200";"1";"";" -1";"1";"0";"3";"80"
"202100033106";"3";"35";" -1";"D";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";" -1"
"202100033107";"1";"750";"0";"A";"2";"2";"0";"1";"32";"477";"2";"";" -1";"1";"8";"1";"50"
"202100033108";"1";"75";" -1";"N/A";"3";"4";"0";"2";"103";"683";"1";"";" -1";"2";"0";"3";"130"
"202100033109";"3";"60";"0";"N/A";"2";"2";"0";"1";"6";"890";"1";"";" -1";"1";"0";"1";"70"
"202100033110";"3";"1";"0";"N/A";"2";"2";"0";"1";"63";"970";"1";"";"5,5";"1";"0";"3";"80"
"202100033111";"3";"149";"0";"D";"2";"2";"0";"1";"19";"700";"1";"";" -1";"1";"0";"3";"80"
"202100033112";"2";"165";" -1";"N/A";"3";"4";"0";"1";"13";"200";"1";"";" -1";"1";"0";"1";"110"
"202100033113";"3";"486";" -1";"N/A";"2";"2";"0";"1";"2";"646";"1";"";" -1";"1";"0";"3";"80"
"202100033114";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"8";" -1"
"202100033115";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"2";"0";"3";"80"
"202100033116";"3";"931";"0";"N/A";"2";"2";"0";"2";"38";"800";"1";"";" -1";"1";"0";"1";"50"
"202100033117";"4";"N/A";" -1";"N/A";" -1";"2";"0";"2";"(1)";"(1)";"3";"";"4";"2";"0";"3";"50"
"202100033118";"3";"203";"0";"D";" -1";"2";"0";"1";"20";"30";"2";"";" -1";"1";"0";"3";"80"
"202100033119";"3";"53";" -1";"N/A";"2";"2";"0";"4";"(1)";"(1)";"2";"";" -1";"1";"2";"1";"80"
"202100033120";"3";"119";"0";"D";"2";"2";"0";"1";"20";"275";"1";"";" -1";"1";"0";"1";"80"
"202100033121";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";"6";"2";"0";"3";"50"
"202100033122";"3";"633";" -1";"D";"2";"2";"0";"1";"0";"649";"1";"";" -1";"1";"0";"1";"50"
"202100033123";"3";"D60";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"80"
"202100033124";"3";"10";" -1";"N/A";"2";"2";"0";"1";"5";"500";"2";"";"5,5";"2";"0";"1";"50"
