Num_Acc,id_vehicule,num_veh,place,catu,sexe,trajet,secu1,secu2,secu3,locp,actp,etatp,year_acc,victim_age,senc,catv,obs,obsm,choc,manv,motor,occutc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma,jour,mois,an,hrmn,lum,dep,com,agg_,int,atm,col,adr,lat,long,hour,nb_victim,nb_vehicules
202100008540,186Â 471,A01,1,1,1,0,1,-1,-1,0,0,-1,2021,27.0,1,2,6,0,1,6,1,,3,17,-1,,3,2,0,1,46,200,3,, -1,1,9,8,50,12,11,2021,00:14,3,1,1183,2,6,0,6,,46.100703,4.770352,0,1,1
202100038203,133Â 358,B01,3,2,2,0,1,0,-1,0,0,-1,2021,30.0,1,2,0,2,5,15,1,,7,,0,,-1,2,0,2,(1),(1),1,, -1,1,0,1,50,26,5,2021,14:30,1,6,6027,2,1,0,2,CANNES AVENUE DE (RN7),43.65469,7.149825,14,3,2
202100008797,186Â 024,B01,1,1,1,3,1,-1,-1,0,0,-1,2021,72.0,1,2,0,0,1,1,1,,2,20,-1,,2,2,0,2,(1),(1),3,, -1,1,0,1,80,25,10,2021,10:45,1,9,9189,1,3,0,3,Route Nationale 20,42.635237,1.828816,10,2,2
202100031370,145Â 674,A01,1,1,1,0,2,6,-1,0,0,-1,2021,50.0,2,1,0,2,2,17,1,,3,942,0,A,2,2,0,2,8,950,1,, -1,1,0,1,80,29,6,2021,17:30,1,5,5068,1,1,0,3,d942A,44.503421405,6.1116089688,17,2,2
202100053497,106Â 092,C01,1,1,1,0,2,6,-1,-1, -1,-1,2021,38.0,2,1,14,2,1,1,1,,3,MARCEL CACHIN (AVENUE) COTE NÂ°16 AU 50,0,,2,4,1,1,0,1,1,, -1,2,0,1,50,27,1,2021,15:50,1,93,93072,2,2,1,5,MARCEL CACHIN (AVENUE) COTE NÂ°16 AU 50,48.95891,2.38222,15,4,4
202100022395,161Â 621,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,31.0,1,1,0,2,1,3,1,,1,86,0,,3,6,0,1,11,0,1,, -1,1,0,1,90,27,8,2021,18:50,1,92,92078,1,1,0,4,AUTOROUTE A86,48.9310456718,2.3232489824,18,3,3
202100030646,146Â 978,A01,10,3,1,5,0,-1,-1,5,0,1,2021,14.0,3,2,9,1,1,0,1,,6,,-1,,-1,-1,0,4,(1),(1),2,, -1,1,0,4,50,5,7,2021,16:30,1,36,36088,2,7,0,6,Rue Louis Aragon,46.954334,1.998943,16,2,1
202100050806,110Â 865,A01,1,1,1,0,6,2,9,0,0,-1,2021,23.0,2,1,0,2,7,5,1,,3,437,-1,D,2,2,0,2,102,237,3,, -1,1,5,1,80,21,2,2021,16:25,1,25,25387,1,3,0,1,D 437,47.280583,6.826522,16,3,2
202100037378,134Â 858,A01,1,1,1,0,2,-1,-1,0,0,-1,2021,41.0,3,1,0,2,0,1,1,,4,0,0,A,2,2,0,2,(1),(1),3,, -1,1,0,1,80,1,6,2021,14:45,1,73,73241,1,1,0,3,Rte de Plancevat,45.609624,6.33836,14,2,2
202100005899,191Â 245,B01,1,1,1,1,8,0,-1,-1, -1,-1,2021,31.0,3,1,0,2,5,16,5,,3,RD 57,0,,2,2,0,1,25,461,2,, -1,2,5,1,50,26,11,2021,20:35,5,77,77296,2,6,1,3,D57,48.629,2.57311,20,2,2
202100011862,180Â 520,A01,1,1,2,0,1,0,-1,-1, -1,-1,2021,60.0,1,2,0,2,3,13,1,,3,EUGENE VARLIN (R),0,,3,2,0,1,1,0,3,, -1,2,5,1,50,21,10,2021,15:15,1,94,94017,2,1,1,3,Rue EugÃ©ne Varlin,48.82605,2.52122,15,3,2
202100010199,183Â 474,B01,1,1,1,0,1,5,-1,0,0,-1,2021,20.0,0,2,0,2,1,1,1,,3,934,0,,3,2,0,1,59,7,1,, -1,2,0,1,50,31,10,2021,18:37,5,77,77182,2,1,1,1,D934,48.783105,3.292943,18,4,2
202100011124,181Â 850,B01,2,2,2,5,1,0,-1,-1, -1,-1,2021,49.0,2,2,0,2,4,23,1,,3,COLONEL FABIEN (AVENUE),0,,1,2,3,1,0,1,1,, -1,1,0,1,30,25,10,2021,14:50,1,93,93066,2,1,0,4,COLONEL FABIEN (AVENUE),48.945504284,2.3504133215,14,4,3
202100014209,176Â 294,B01,1,1,2,5,2,6,-1,0,0,-1,2021,37.0,1,1,0,2,2,15,1,,4,RUE DE VIENNE,0,,1,1,1,1,(1),(1),1,, -1,1,0,1,30,9,10,2021,12:30,1,75,75108,2,2,0,3,RUE DE VIENNE,48.876856,2.321674,12,2,2
202100000718,200Â 429,B01,1,1,1,0,2,6,-1,0,0,-1,2021,19.0,2,1,0,2,1,1,1,,4,,-1,,2,2,0,1,(1),(1),1,,5,1,0,1,50,28,12,2021,18:24,5,72,72154,2,4,0,3,Rue de la Tour d Auvergne,47.697928,-0.064105,18,2,2
202100032175,144Â 241,B01,2,2,2,5,1,-1,-1,0,0,-1,2021,61.0,1,2,0,2,1,1,1,,3,803,-1,,2,2,0,2,13,950,2,, -1,1,0,1,80,27,6,2021,11:10,1,46,46185,1,1,0,1,Route dÃ©partementale 803,44.943034,1.625102,11,4,2
202100048834,114Â 470,A01,1,1,1,4,2,6,-1,-1, -1,-1,2021,31.0,1,1,0,0,7,11,1,,1,AUTOROUTE A6,0,,1,3,0,1,14,399,1,, -1,1,0,1,110,8,3,2021,10:20,1,91,91161,1,1,0,7,AUTOROUTE A6,48.69637,2.3166,10,1,1
202100011584,181Â 019,A01,2,2,2,5,1,0,-1,-1, -1,-1,2021,19.0,3,2,2,0,2,13,0,,3,GERHARDT (GÃ©nÃ©ral),0,,2,2,0,1,0,0,1,, -1,1,0,4,50,22,10,2021,01:20,5,50,50502,2,1,0,6,GERHARDT (GÃ©nÃ©ral),49.11798,-1.08309,1,2,1
202100038654,132Â 541,B01,1,1,1,9,2,0,-1,0,0,-1,2021,19.0,1,1,0,2,1,1,3,,4,BOULEVARD DE LA MADELEINE,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50,22,5,2021,20:30,1,75,75101,2,5,0,3,RUE CAMBON,48.869806,2.328161,20,2,2
202100035448,138Â 349,B01,1,1,1,0,2,6,-1,-1, -1,-1,2021,48.0,1,1,0,2,8,1,1,,4,HUBERT DE LISLE(BOULEVARD),0,,2,2,1,1,82,0,1,, -1,1,9,1,50,8,6,2021,12:30,1,974,97416,2,1,0,3,HUBERT DE LISLE(BOULEVARD),-21.33915,55.45898,12,2,2
202100009120,185Â 408,A01,1,1,1,5,8,0,-1,0,0,-1,2021,29.0,2,1,0,0,0,1,5,,4,QUAI D AUSTERLITZ,0,,2,4,1,2,(1),(1),1,, -1,1,-1,5,30,6,11,2021,00:55,5,75,75113,2,1,0,7,QUAI D AUSTERLITZ,48.84025,2.370215,0,1,1
202100031995,144Â 556,B01,1,1,1,9,2,6,-1,0,0,-1,2021,31.0,1,1,0,2,3,1,1,,4,AVENUE DES CHAMPS ELYSEES,0,,3,3,3,1,(1),(1),1,, -1,2,0,1,50,27,6,2021,02:45,5,75,75108,2,2,1,5,AVENUE DES CHAMPS ELYSEES,48.867748,2.313971,2,3,3
202100036674,136Â 158,A01,1,1,1,5,2,6,9,0,0,-1,2021,38.0,1,1,0,0,0,14,1,,3,81,0,,2,2,0,1,0,500,2,, -1,1,0,8,-1,31,5,2021,10:40,1,51,51167,1,1,0,7,Rue de Songy,48.74538,4.397299,10,1,1
202100009510,184Â 715,B01,1,1,2,5,1,-1,-1,0,0,-1,2021,54.0,2,2,0,0,4,2,1,,3,1082,0,D,2,2,0,1,51,200,1,, -1,2,0,1,50,4,11,2021,23:05,5,42,42323,2,1,1,2,115 Avenue du 8 Mai 1945,45.548411,4.28226,23,4,2
202100041096,128Â 154,B01,1,1,2,0,1,-1,-1,-1, -1,-1,2021,21.0,3,2,0,2,4,2,1,,4,KOENIG (RUE DU GENERAL),0,,1,1,0,1,(1),(1),1,, -1,2,0,1,50,6,5,2021,14:05,1,51,51454,2,1,1,2,Rue du GÃ©nÃ©ral Koenig,49.22677,4.0247893,14,2,2
202100010546,182Â 875,A01,2,2,1,1,1,0,-1,-1, -1,-1,2021,20.0,2,4,0,2,1,1,1,,3,ROCADE EST (RD 610),0,,3,4,0,1,20,200,1,, -1,1,0,1,110,27,10,2021,17:26,1,10,10081,2,1,0,2,ROCADE EST (RD 610),48.32924,4.04155,17,3,2
202100042498,125Â 657,A01,2,2,2,5,2,6,-1,0,0,-1,2021,30.0,1,1,0,0,7,16,1,,4,ALLEE DU BORD DE L EAU,0,,2,2,0,1,(1),(1),3,, -1,1,0,1,50,25,4,2021,15:00,1,75,75116,2,3,0,7,ALLEE DU BORD DE L EAU,48.867484,2.233031,15,2,1
202100021127,163Â 892,A01,1,1,1,0,0,-1,-1,0,0,-1,2021,24.0,1,2,4,0,3,13,1,,2,6,0,R,2,2,0,2,29,300,3,, -1,1,0,3,80,4,9,2021,01:57,3,972,97232,1,1,0,6,6u Quartier Puyferrat,14.504411,-60.844122,1,1,1
202100031948,144Â 636,A01,3,2,1,5,8,8,-1,-1, -1,-1,2021,1.0,2,2,0,2,1,1,3,,1,A4.W,0,,-1,5,0,1,19,0,1,, -1,1,0,1,110,28,6,2021,17:00,1,77,77258,1,1,0,2,A4.W,48.8306,2.63233,17,3,2
202100015752,173Â 513,B01,1,1,2,9,1,0,-1,0,0,-1,2021,41.0,1,2,0,2,4,23,1,,4,AVENUE DU MARECHAL GALLIENI,0,,2,4,0,1,(1),(1),1,, -1,1,0,1,50,1,10,2021,08:31,1,75,75107,2,2,0,2,AVENUE DU MARECHAL GALLIENI,48.861059,2.313239,8,2,2
202100036442,136Â 567,A01,1,1,1,0,2,8,-1,-1, -1,-1,2021,33.0,1,1,0,2,1,1,1,,3,DOLE RUE DE (entre 185 e 200),0,,2,4,0,1,13,2800,1,, -1,1,0,1,70,4,6,2021,19:20,1,25,25056,2,1,0,2,DOLE RUE DE (entre 185 e 200),47.22571,5.97547,19,3,2
202100009555,184Â 626,A01,1,1,2,0,1,0,-1,-1, -1,-1,2021,27.0,2,2,3,0,1,1,1,,1,A13,0,,3,3,0,1,30,0,1,, -1,2,0,1,130,3,11,2021,08:00,2,78,78206,1,1,0,6,A13,48.946925,1.947265,8,1,1
202100038725,132Â 409,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,51.0,1,1,0,2,1,1,1,,1,6,0,,3,6,0,1,14,279,1,, -1,1,0,1,110,22,5,2021,19:50,1,91,91161,1,1,0,2,AUTOROUTE A6,48.6958,2.31743,19,2,2
202100009729,184Â 312,B01,1,1,1,0,2,-1,-1,-1, -1,-1,2021,22.0,1,1,0,2,4,2,1,,4,VICTOR AUGAGNEUR                    (QU),0,,1,3,0,1,(1),(1),1,, -1,1,0,1,50,2,11,2021,10:00,1,69,69383,2,1,0,2,VICTOR AUGAGNEUR (Q),45.7596016189,4.8410063982,10,2,2
202100027450,152Â 660,A01,3,2,1,5,0,-1,-1,0,0,-1,2021,16.0,2,2,6,0,9,1,1,,3,19,-1,,2,2,0,1,4,300,1,, -1,1,0,3,50,24,7,2021,02:00,3,27,27013,2,2,0,6,5 Route du Val Pitan,49.311173,1.249502,2,6,1
202100022534,161Â 352,A01,1,1,1,5,1,-1,-1,0,0,-1,2021,29.0,1,2,15,0,1,2,1,,3,906,-1,,2,2,0,4,35,300,1,, -1,1,0,1,80,13,8,2021,08:26,1,7,7136,1,1,0,6,,44.60351,3.907756,8,1,1
202100047069,117Â 634,B01,1,1,1,1,1,-1,-1,0,0,-1,2021,55.0,2,2,0,2,1,1,1,,3,19,-1,,-1,2,0,1,5,795,1,, -1,1,0,1,-1,23,3,2021,06:30,2,44,44180,1,1,0,1,La Croix d'Albois (Maumusson),47.453833,-1.118073,6,2,2
202100014754,175Â 338,A01,1,1,1,5,2,6,-1,0,0,-1,2021,23.0,1,1,0,2,1,2,1,,3,CD 580,0,,2,2,0,1,499,0,1,, -1,1,0,1,80,29,5,2021,12:45,1,14,14333,1,1,0,5,D580,49.41247,0.26679,12,3,3
202100035238,138Â 718,B01,1,1,1,1,0,-1,-1,-1, -1,-1,2021,48.0,1,1,0,2,1,2,5,,3,RIBRAY (RUE DE),0,,2,2,0,1,75,550,1,,"9,3",1,0,1,30,9,6,2021,18:00,1,79,79191,2,6,0,3,Rue de Ribray,46.32306,-0.46741,18,2,2
202100009757,184Â 261,C01,1,1,1,5,1,-1,-1,0,0,-1,2021,66.0,1,2,0,2,4,1,1,,3,ROND-POINT COGNAC,0,,1,2,0,1,0,0,2,, -1,1,0,1,50,2,11,2021,11:35,1,65,65440,2,6,0,4,ROND-POINT COGNAC,43.23744,0.046,11,4,3
202100036555,136Â 377,A01,1,1,2,5,1,-1,-1,0,0,-1,2021,28.0,1,2,0,0,2,1,1,,3,1016,0,,2,2,0,1,7,0,1,, -1,1,5,1,50,5,6,2021,05:00,2,60,60141,2,2,0,1,Rue de Paris,49.193238,2.465165,5,2,2
202100005231,192Â 430,A01,1,1,2,9,1,-1,-1,-1,0,-1,2021,33.0,1,2,0,2,3,19,1,,3,SOUVENIR FRANCAIS (PLACE DU),0,,2,2,3,1,1,700,1,, -1,1,5,1,50,1,12,2021,08:30,1,95,95277,2,6,0,3,SOUVENIR FRANCAIS (PLACE DU),48.99276,2.45501,8,2,2
202100002084,198Â 073,A01,1,1,2,0,1,-1,-1,0,0,-1,2021,35.0,1,2,0,2,3,1,1,,3,47,-1,,2,2,0,1,6,200,3,, -1,1,0,1,80,22,12,2021,09:45,1,24,24261,1,1,0,1,la font des bories,45.00001,0.944095,9,4,3
202100033373,142Â 113,B01,1,1,1,1,8,0,-1,-1, -1,-1,2021,38.0,2,1,0,2,4,1,5,,3,METZ (ROUTE DE),0,,2,3,0,1,27,760,1,, -1,1,0,1,80,17,6,2021,16:29,1,57,57221,1,1,0,2,METZ (ROUTE DE),49.32007,6.15546,16,2,2
202100003943,194Â 698,A01,1,1,1,1,1,-1,-1,-1,0,-1,2021,30.0,2,2,3,2,2,14,1,,1,AUTOROUTE A115,0,,3,4,0,1,9,0,1,, -1,1,0,1,90,8,12,2021,06:15,3,95,95060,1,1,0,6,AUTOROUTE A115,49.03535,2.1961,6,1,1
202100039490,131Â 019,A01,1,1,1,0,2,0,-1,-1, -1,-1,2021,15.0,1,1,0,2,0,7,1,,3,19,0,,1,3,1,1,0,0,1,, -1,2,0,1,50,18,5,2021,20:13,1,92,92024,2,2,0,3,MARTRE DE (4 A 54),48.90085,2.30811,20,2,2
202100011449,181Â 256,B01,9,2,1,5,1,-1,-1,0,0,-1,2021,20.0,3,2,0,2,3,0,1,,2,1002,0,N,2,2,0,1,(1),(1),1,, -1,1,0,1,70,23,10,2021,22:05,3,974,97412,1,1,0,1,N1002,-21.372605,55.622687,22,4,2
202100006142,190Â 833,A01,1,1,1,0,1,-1,-1,0,0,-1,2021,45.0,1,2,2,0,1,1,1,,3,38,-1,D,2,2,0,2,2,600,2,, -1,5,0,8,80,27,11,2021,15:00,1,42,42238,1,1,1,6,Route du Col de la Loge,45.754933,3.786292,15,1,1
202100016794,171Â 596,B01,10,3,1,0,8,-1,-1,2,4,1,2021,44.0,1,2,0,1,2,17,1,,4,EUROPE (DE L')                      (AV),0,,3,4,0,1,(1),(1),1,, -1,1,0,1,50,23,9,2021,11:50,1,69,69286,2,9,0,6,EUROPE (DE L')                      (AV),45.81814,4.90362,11,2,1
202100032690,143Â 336,A01,10,3,2,3,0,-1,-1,3,3,1,2021,89.0,1,2,0,1,1,1,1,,4,MAGINOT ( AVENUE) COTE PAIR,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,30,23,6,2021,12:50,1,1,1053,2,2,0,6,MAGINOT ( AVENUE) COTE PAIR,46.2087968529,5.2275583148,12,2,1
202100011268,181Â 596,A01,1,1,2,5,1,5,-1,0,0,-1,2021,81.0,1,2,0,2,3,1,1,,3,29,-1,,2,2,0,2,2,865,1,, -1,1,0,1,80,25,10,2021,11:05,1,57,57497,1,1,1,1,D29,48.977161,6.858602,11,2,2
202100015101,174Â 715,A01,1,1,1,1,2,6,-1,0,0,-1,2021,50.0,1,1,0,0,0,14,1,,4,PORTE DAUPHINE,0,,1,4,0,1,15,600,1,, -1,2,0,1,70,5,10,2021,19:00,5,75,75116,2,4,1,7,PORTE DAUPHINE,48.873578,2.275295,19,1,1
202100000957,200Â 040,A01,10,3,1,0,0,-1,-1,3,3,1,2021,50.0,3,2,0,1,1,1,1,,4,NUGUE (AVENUE PIERRE),0,,3,2,0,1,(1),(1),1,, -1,1,0,1,50,12,12,2021,13:00,1,71,71076,2,1,0,6,Avenue Pierre Nugues,46.788137,4.866805,13,2,1
202100021811,162Â 634,Z01,10,3,2,5,8,8,-1,1,1,1,2021,65.0,1,3,0,1,7,1,0,1.0,4,AVENUE DE WAGRAM,0,,-1,2,3,1,(1),(1),1,, -1,1,9,1,30,30,8,2021,13:30,1,75,75108,2,2,0,6,AVENUE DE WAGRAM,48.87511,2.296042,13,2,1
202100009678,184Â 409,A01,1,1,1,4,1,-1,-1,0,0,-1,2021,35.0,2,5,0,2,2,2,1,,1,40,-1,,4,4,0,1,147,365,1,, -1,1,0,1,130,3,11,2021,09:48,1,1,1151,1,1,0,2,Autoroute A.40 - PK 147+650,46.074736,5.309921,9,2,2
202100048310,115Â 404,A01,10,3,2,3,0,-1,-1,3,3,1,2021,78.0,3,2,0,1,4,4,1,,3,JEAN JAURES (AVENUE),0,,1,2,0,1,1,1,1,, -1,1,0,1,50,12,3,2021,15:30,1,93,93032,2,1,0,6,JEAN JAURES (AVENUE),48.8835392564,2.5294854574,15,2,1
202100023074,160Â 376,A01,1,1,1,0,2,8,-1,0,0,-1,2021,18.0,3,1,0,2,2,18,1,,4,ALPES RUE DES,0,,1,0,0,1,(1),(1),1,, -1,1,9,5,50,26,7,2021,15:35,1,26,26362,2,9,0,6,108 Rue des Alpes,44.92622,4.90126,15,2,2
202100018593,168Â 401,A01,1,1,1,1,1,0,-1,-1, -1,-1,2021,52.0,2,2,9,0,3,13,1,,4,DUGOMMIER (BOULEVARD)     1 A 29,0,,2,4,0,2,0,0,1,, -1,2,5,3,50,16,9,2021,06:00,5,13,13201,2,1,1,1,DUGOMMIER (BOULEVARD)     1 A 29,43.29905,5.3809,6,1,1
202100055524,102Â 598,A01,1,1,1,1,2,6,-1,0,0,-1,2021,37.0,1,1,0,2,8,18,1,,4,AVENUE DE VILLIERS,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50,11,1,2021,12:15,1,75,75117,2,5,0,3,AVENUE DE VILLIERS,48.88382,2.304769,12,2,2
202100004418,193Â 865,A01,1,1,1,1,8,0,-1,-1, -1,-1,2021,19.0,1,1,0,2,2,17,1,,3,GABRIEL-PERI (AV),0,,2,4,3,1,0,1,1,, -1,2,0,1,50,6,12,2021,17:41,5,93,93070,2,1,0,3,GABRIEL-PERI (AV),48.906,2.3319,17,2,2
202100048510,115Â 050,A01,10,3,2,3,0,-1,-1,1,4,1,2021,67.0,3,2,0,2,1,17,1,,4,GARGES (ROUTE DE),0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50,6,3,2021,14:10,1,95,95585,2,1,0,6,GARGES (ROUTE DE),48.9889172285,2.3779499531,14,2,1
202100037508,134Â 623,B01,1,1,1,1,2,6,-1,0,0,-1,2021,49.0,2,1,0,2,2,1,1,,3,19.1,-1,,3,2,0,1,(1),(1),1,, -1,1,0,1,50,31,5,2021,08:10,1,68,68375,2,1,0,3,124 Rue de Mulhouse,47.79662,7.240854,8,2,2
202100016699,171Â 777,A01,1,1,1,1,2,9,-1,0,0,-1,2021,24.0,1,1,0,0,0,17,1,,3,116,0,D,2,2,0,2,0,700,1,, -1,9,0,1,80,24,9,2021,18:00,1,47,47165,1,1,0,7,D116,44.524286,0.021361,18,1,1
202100053840,105Â 511,A01,1,1,1,5,1,0,-1,-1, -1,-1,2021,28.0,1,2,0,2,2,2,1,,2,RN136,0,,3,4,0,1,17,969,1,, -1,2,0,1,80,24,1,2021,18:25,3,35,35238,1,1,0,2,RN136,48.13738,-1.70228,18,3,2
202100052068,108Â 647,A01,3,2,1,3,8,-1,-1,0,0,-1,2021,13.0,2,2,0,0,0,1,1,,3,990,-1,,2,2,0,1,13,12,1,, -1,1,0,1,90,9,2,2021,14:00,1,3,3178,1,1,0,7,Lieu Dit Chantalouette,46.2626048969,3.7846182985,14,5,1
202100025232,156Â 557,A01,1,1,1,5,1,-1,-1,-1, -1,-1,2021,34.0,2,2,0,2,1,1,1,,1,AUTOROUTE A 62,0,,3,4,0,1,2,549,1,, -1,1,0,1,130,7,8,2021,05:10,3,33,33080,1,1,0,2,,44.75139,-0.54195,5,2,2
202100011460,181Â 236,A01,1,1,1,5,0,-1,-1,0,0,-1,2021,68.0,2,1,0,2,1,1,5,,3,920,0,A,2,2,0,2,1,500,1,, -1,1,0,1,50,24,10,2021,12:30,1,61,61345,2,1,0,7,Rue Marcel Louvel,48.432279,0.775411,12,2,2
202100021699,162Â 850,A01,2,2,1,0,1,-1,-1,0,0,-1,2021,23.0,1,2,13,0,1,0,1,,3,785,-1,,1,1,0,2,79,300,1,, -1,1,3,3,70,29,8,2021,15:55,1,29,29037,1,3,0,6,D785 - Treveon Vihan,47.920721,-4.186875,15,2,1
202100031476,145Â 489,A01,1,1,1,1,2,6,-1,0,0,-1,2021,18.0,1,1,0,0,1,1,0,,3,991,0,,3,2,0,2,53,960,3,, -1,9,0,1,50,29,6,2021,17:15,1,1,1082,2,1,1,7,Route de Seyssel,46.001761,5.783862,17,1,1
202100016530,172Â 079,A01,10,3,2,3,0,-1,-1,3,3,1,2021,85.0,1,2,1,1,1,13,1,,4,GAMBETTA 74 A 162 ET 29 A 183 AVENUE,0,,2,2,0,1,(1),(1),1,, -1,1,6,8,50,2,6,2021,11:38,1,17,17415,2,1,0,6,GAMBETTA 74 A 162 ET 29 A 183 AVENUE,45.74667,-0.62426,11,2,1
202100052893,107Â 172,B01,1,1,2,0,2,0,-1,-1, -1,-1,2021,30.0,0,1,0,2,4,1,5,,4,RUE JEAN ANDRIEU,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50,30,1,2021,22:00,5,31,31555,2,1,1,2,Avenue Jean Rieux,43.59788,1.45798,22,2,2
202100050020,112Â 333,B01,2,2,2,0,3,0,-1,0,0,-1,2021,6.0,1,2,0,2,4,2,1,,4,MOULIN (BOULEVARD JEAN),0,,1,2,0,1,(1),(1),1,, -1,1,6,1,50,25,2,2021,09:30,1,54,54395,2,3,0,2,MOULIN (BOULEVARD JEAN),48.6828664178,6.2064794451,9,3,2
202100004500,193Â 724,A01,10,3,2,0,0,-1,-1,0,3,1,2021,79.0,1,1,0,1,1,15,5,,4,PRESIDENT EDOUARD HERRIOT (DU)      (R ),0,,1,1,3,1,(1),(1),1,, -1,1,0,1,50,5,12,2021,15:25,1,69,69382,2,3,0,6,PRESIDENT EDOUARD HERRIOT (DU) (R),45.76382,4.83422,15,2,1
202100028025,151Â 618,A01,1,1,1,0,1,-1,-1,0,0,-1,2021,25.0,0,2,2,0,0,0,1,,3,332,-1,,2,2,0,2,33,0,4,, -1,1,0,8,80,21,7,2021,06:10,2,60,60272,1,1,0,7,D332,49.303247,2.884834,6,1,1
202100029770,148Â 573,A01,1,1,2,0,1,0,-1,-1, -1,-1,2021,80.0,2,2,0,2,8,19,1,,4,URSUYA (AVENUE DE L'),0,,2,2,0,2,0,0,1,, -1,1,0,1,50,9,7,2021,10:20,1,64,64102,2,3,0,3,URSUYA (AVENUE DE L'),43.47863,-1.49557,10,3,2
202100056407,101Â 075,A01,1,1,1,5,2,6,-1,0,0,-1,2021,23.0,2,1,0,2,1,17,1,,3,15,0,,2,3,0,1,5,50,1,, -1,1,0,1,80,2,1,2021,18:00,3,29,29051,1,1,0,5,D15 - Route de Coray,48.012,-4.0168,18,3,3
202100050238,111Â 915,A01,1,1,1,5,2,6,-1,-1, -1,-1,2021,28.0,1,1,0,2,8,12,1,,2,"CHARLES DE GAULLE (AVENUE, NÂ° 18 A 116)",0,,3,3,0,1,0,0,1,, -1,1,0,1,50,24,2,2021,09:35,1,92,92051,2,1,0,3,"CHARLES DE GAULLE (AVENUE, NÂ° 18 A 116)",48.88189,2.26872,9,2,2
202100013119,178Â 295,A01,2,2,2,0,2,0,-1,-1, -1,-1,2021,18.0,3,1,0,2,0,26,1,,4,LUXEMBOURG (AV DU),0,,1,1,0,1,1,0,1,, -1,1,9,8,15,15,10,2021,23:15,5,94,94073,2,9,0,3,Avenue du Luxembourg,48.7563773797,2.3741412163,23,3,2
202100014143,176Â 408,B01,1,1,1,2,8,4,-1,-1, -1,-1,2021,12.0,1,1,0,2,8,0,3,,4,EUGENIE (RUE),0,,2,2,0,1,(1),0,1,, -1,1,0,4,50,8,10,2021,16:00,1,83,83069,2,1,0,3,EUGENIE (RUE),43.12159,6.11455,16,2,2
202100032936,142Â 889,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,59.0,3,1,0,2,0,9,0,,3,7,0,,1,1,0,1,1,0,1,, -1,1,3,1,50,22,6,2021,11:30,1,92,92073,2,1,1,5,bretelle d' accÃ¨s au quai galliÃ©ni,48.8715344729,2.2328585386,11,3,3
202100039767,130Â 503,A01,1,1,1,5,1,-1,-1,0,0,-1,2021,48.0,1,2,0,2,1,13,1,,3,113,0,D,2,2,0,1,66,800,1,, -1,2,0,1,50,18,5,2021,17:15,1,78,78528,2,1,1,1,17 b Rue Nationale,49.017013,1.610696,17,2,2
202100016846,171Â 508,A01,1,1,2,5,1,-1,-1,-1, -1,-1,2021,25.0,0,2,0,2,7,1,1,,6,LEFEBVRE. RUE PIERRE,0,,-1,-1,0,1,0,0,1,, -1,1,1,8,30,24,9,2021,18:30,2,76,76212,2,1,0,2,LEFEBVRE. RUE PIERRE,49.4403,1.14781,18,2,2
202100002505,197Â 297,A01,10,3,2,3,0,-1,-1,3,3,2,2021,67.0,1,2,0,1,1,1,1,,4,,-1,,1,2,0,2,(1),(1),1,,5,1,0,1,50,19,12,2021,10:15,1,82,82112,2,1,0,6,Quai Magenta,44.101447,1.087253,10,2,1
202100011617,180Â 959,A01,1,1,2,5,1,0,-1,-1, -1,-1,2021,18.0,1,2,0,0,0,1,1,,3,CÃTE DE LASCANAUX (RN120),0,,3,0,0,2,2,416,1,, -1,1,9,3,90,22,10,2021,21:30,3,15,15014,2,1,0,7,Lascanaux,44.9287,2.425991,21,3,1
202100041350,127Â 697,B01,1,1,2,5,1,-1,-1,0,0,-1,2021,30.0,2,2,0,2,1,1,1,,3,931,-1,,2,2,0,1,50,0,1,, -1,2,5,1,80,6,5,2021,10:50,1,51,51019,1,2,1,3,Ferme de l'EspÃ©rance,49.187655,4.413245,10,2,2
202100040447,129Â 309,B01,1,1,2,1,2,0,-1,-1, -1,-1,2021,41.0,1,1,0,2,3,2,0,,4,,0,,2,3,1,2,(1),(1),1,, -1,2,0,5,50,10,5,2021,18:00,1,69,69383,2,1,1,3,LACASSAGNE                          (AV),45.74917962,4.8771670225,18,2,2
202100029700,148Â 712,A01,2,2,2,3,2,6,-1,0,0,-1,2021,67.0,1,1,0,2,2,19,1,,3,619,0,,2,1,0,1,33,25,1,, -1,1,0,1,90,9,7,2021,16:15,1,77,77211,1,2,1,3,RD 619,48.5812,2.964302,16,3,2
202100013802,177Â 026,A01,5,2,1,5,1,-1,-1,0,0,-1,2021,30.0,1,1,0,2,1,1,1,,1,A4,0,,-1,4,0,1,5,800,1,, -1,1,0,1,90,11,10,2021,14:00,1,75,75112,1,1,0,2,A4,48.8229195622,2.4629276991,14,3,2
