Num_Acc,id_vehicule,num_veh,place,catu,sexe,trajet,secu1,secu2,secu3,locp,actp,etatp,year_acc,victim_age,senc,catv,obs,obsm,choc,manv,motor,occutc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma,jour,mois,an,hrmn,lum,dep,com,agg_,int,atm,col,adr,lat,long,hour,nb_victim,nb_vehicules
202100029543,148Â 986,A01,1,1,2,5,1,0,-1,-1, -1,-1,2021,43.0,1,2,4,2,2,12,1,,1,A50-Sens Marseille vers Aubagne,0,,3,4,0,1,3,0,1,, -1,1,0,1,70,10,7,2021,20:30,2,13,13210,1,1,0,3,A50-Sens Marseille vers Aubagne,43.28593,5.42978,20,3,2
202100019156,167Â 388,B01,1,1,1,1,2,-1,-1,-1, -1,-1,2021,17.0,1,1,0,2,1,0,1,,4,BERTHELOT (RUE),0,,2,2,0,1,0,0,1,, -1,1,0,1,50,10,9,2021,07:30,2,76,76351,2,2,0,3,BERTHELOT (RUE),49.49765,0.13616,7,2,2
202100037520,134Â 598,B01,1,1,2,0,1,-1,-1,0,0,-1,2021,30.0,1,2,0,2,1,1,1,,2,10,-1,,2,2,0,1,134,500,1,,7,1,0,1,80,31,5,2021,12:00,1,201,201041,1,3,0,3,Finocchio,41.407064,9.171492,12,2,2
202100004587,193Â 576,A01,1,1,2,5,1,-1,-1,0,0,-1,2021,39.0,2,2,2,0,3,13,1,,4,,-1,,2,1,0,1,(1),(1),3,,3,1,0,3,80,6,12,2021,01:00,3,4,4068,1,1,0,6,Rte St Martin les Eaux,43.891916,5.762635,1,1,1
202100044423,122Â 279,B01,1,1,1,4,1,-1,-1,0,0,-1,2021,26.0,2,2,0,2,3,1,1,,3,125,-1,D,2,2,0,1,27,80,1,, -1,1,0,1,50,12,4,2021,17:00,1,60,60012,2,1,0,3,Rue de Noailles,49.265193,2.16068,17,6,2
202100017969,169Â 505,A01,1,1,2,1,1,8,-1,-1, -1,-1,2021,24.0,1,2,6,0,7,2,1,,1,A86,0,,3,6,0,1,75,300,3,, -1,1,1,1,50,20,9,2021,08:30,1,92,92063,1,1,0,6,A86,48.8854052429,2.1653848886,8,1,1
202100001064,199Â 861,A01,1,1,1,4,1,0,-1,0,0,-1,2021,57.0,1,2,0,2,5,1,2,,4,QUAI D ORSAY,0,,3,2,0,1,(1),(1),1,, -1,2,5,1,50,28,12,2021,01:15,5,75,75107,2,2,1,3,QUAI D ORSAY,48.862415,2.301944,1,4,2
202100026523,154Â 289,A01,1,1,1,5,1,-1,-1,0,0,-1,2021,58.0,1,2,4,2,1,14,1,,1,6,0,,3,6,0,1,400,860,1,, -1,1,2,1,130,30,7,2021,07:15,2,71,71481,1,1,0,4,A6 Pk 400.860 sens Paris/Lyon,46.20198,4.779856,7,4,3
202100025135,156Â 728,B01,1,1,1,0,2,0,-1,-1, -1,-1,2021,32.0,1,1,0,2,3,2,1,,4,LIEUTENANT PIERRE MURARD (RUE),0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50,7,8,2021,18:25,1,10,10387,2,1,0,1,LIEUTENANT PIERRE MURARD (RUE),48.30493,4.05329,18,2,2
202100030338,147Â 535,B01,1,1,1,5,2,8,-1,-1, -1,-1,2021,58.0,1,1,8,0,0,21,1,,4,Rue des Caves,0,,2,2,0,1,(1),(1),1,, -1,9,0,1,30,2,7,2021,11:00,1,89,89354,2,3,0,6,17 Rue des Caves,48.21249,3.26074,11,2,2
