place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,4,1.0,1.0,1.0,70.0,3,11,5,75,75113,2,1,0.0,2.0,48.819066,2.371901,23,2,2
2,2,2,1.0,2021,59.0,2.0,2.0,1.0,3,2.0,3.0,1.0,80.0,25,7,1,57,57245,1,1,1.0,1.0,49.424702,6.292441,17,3,2
1,1,1,1.0,2021,41.0,2.0,2.0,1.0,1,3.0,2.0,1.0,90.0,15,9,1,93,93078,1,1,1.0,2.0,48.9584243006,2.5335100435,8,2,2
1,1,1,1.0,2021,33.0,2.0,0.0,1.0,3,2.0,2.0,1.0,80.0,19,6,1,87,87113,1,1,1.0,6.0,45.87551,1.34671,19,3,1
1,1,2,2.0,2021,29.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,22,12,5,75,75108,2,2,0.0,3.0,48.864928,2.313654,7,2,2
1,1,1,2.0,2021,31.0,1.0,2.0,1.0,2,2.0,1.0,1.0,80.0,5,3,1,973,97307,1,1,0.0,3.0,4.8185,-52.346648,9,2,2
10,3,2,0.0,2021,63.0,2.0,1.0,1.0,4,2.0,1.0,3.0,30.0,27,1,1,974,97416,1,9,0.0,6.0,-21.30317,55.4289,10,3,1
1,1,1,1.0,2021,61.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,15,6,1,47,47071,1,1,0.0,1.0,44.4702286534,0.4818604201,13,3,2
1,1,1,1.0,2021,26.0,2.0,0.0,1.0,3,3.0,1.0,1.0,90.0,23,2,5,91,91223,1,1,0.0,6.0,48.43814,2.17159,4,1,1
10,3,2,0.0,2021,54.0,2.0,0.0,1.0,7,1.0,2.0,1.0,50.0,5,7,1,59,59378,2,1,1.0,6.0,50.65206,3.08244,19,2,1
1,1,1,8.0,2021,35.0,2.0,0.0,1.0,3,2.0,1.0,3.0,80.0,2,3,1,27,27270,1,1,0.0,6.0,49.288057,1.413969,13,1,1
10,3,1,0.0,2021,39.0,2.0,1.0,1.0,7,1.0,2.0,1.0,50.0,4,8,1,13,13098,2,1,1.0,3.0,43.43678,5.03638,12,2,1
7,2,2,1.0,2021,29.0,2.0,2.0,1.0,1,1.0,1.0,1.0,130.0,10,12,3,34,34146,1,1,0.0,4.0,43.697859,4.105915,17,6,3
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,4,2.0,1.0,1.0,70.0,7,7,1,6,6123,1,1,0.0,3.0,43.69215,7.1792,16,2,2
2,2,2,1.0,2021,48.0,2.0,2.0,1.0,4,3.0,1.0,1.0,50.0,26,4,1,25,25056,2,1,0.0,2.0,47.25008,6.00458,16,3,2
1,1,1,2.0,2021,46.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,7,9,1,94,94017,1,1,0.0,3.0,48.82785,2.50591,6,2,2
1,1,1,2.0,2021,21.0,1.0,0.0,3.0,4,2.0,2.0,1.0,50.0,3,4,1,87,87085,2,1,0.0,6.0,45.84108,1.25382,15,2,1
1,1,1,8.0,2021,34.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,2,7,1,69,69388,2,1,0.0,1.0,45.7336515041,4.8533941806,16,2,2
4,2,1,1.0,2021,28.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,5,1,5,974,97411,2,3,0.0,3.0,-20.883954,55.450423,19,5,2
10,3,1,0.0,2021,74.0,5.0,1.0,1.0,3,2.0,1.0,1.0,50.0,19,8,1,46,46042,2,1,0.0,6.0,44.439941,1.441589,16,2,1
1,1,1,2.0,2021,24.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,13,9,1,94,94043,2,1,0.0,3.0,48.81118,2.36422,18,2,2
1,1,1,2.0,2021,29.0,1.0,2.0,1.0,2,2.0,2.0,1.0,80.0,31,12,1,971,97114,1,3,0.0,3.0,16.140857,-61.582038,16,2,2
1,1,2,0.0,2021,31.0,1.0,2.0,1.0,4,1.0,1.0,1.0,30.0,7,7,1,69,69386,2,1,0.0,3.0,45.77189,4.84874,10,2,2
1,1,1,1.0,2021,63.0,2.0,2.0,1.0,1,3.0,2.0,1.0,110.0,18,8,1,93,93078,1,1,0.0,2.0,48.96217,2.54627,10,2,2
2,2,1,1.0,2021,15.0,4.0,0.0,1.0,3,2.0,1.0,1.0,90.0,1,3,1,88,88206,1,1,0.0,7.0,48.301638,5.913262,8,2,1
1,1,1,1.0,2021,48.0,2.0,2.0,1.0,2,3.0,1.0,1.0,110.0,31,1,1,9,9122,1,1,0.0,5.0,42.95612,1.623922,17,8,4
1,1,1,1.0,2021,58.0,5.0,2.0,1.0,1,1.0,2.0,1.0,110.0,21,4,1,13,13081,1,1,1.0,2.0,43.47765,5.23924,12,2,2
1,1,1,1.0,2021,29.0,2.0,0.0,1.0,3,2.0,1.0,4.0,80.0,11,10,5,7,7260,1,6,0.0,7.0,44.709376,4.696516,6,1,1
1,1,1,2.0,2021,72.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,18,5,1,49,49029,2,1,0.0,3.0,47.398672,-0.420544,15,2,2
1,1,1,1.0,2021,78.0,2.0,2.0,1.0,7,2.0,1.0,3.0,80.0,20,2,1,31,31417,1,2,0.0,3.0,43.641673,1.222047,11,2,2
1,1,1,0.0,2021,24.0,2.0,0.0,1.0,3,2.0,1.0,3.0,80.0,15,4,3,38,38556,1,1,0.0,6.0,45.38745,4.84937,21,1,1
2,2,1,1.0,2021,57.0,2.0,0.0,1.0,3,2.0,1.0,4.0,50.0,8,3,5,201,201247,2,1,0.0,6.0,41.59811717,9.2674616874,2,2,1
1,1,1,2.0,2021,24.0,1.0,1.0,5.0,3,2.0,1.0,5.0,50.0,8,5,1,94,94016,2,1,0.0,6.0,48.78655,2.3296,17,2,1
1,1,1,2.0,2021,17.0,1.0,2.0,1.0,9,2.0,1.0,1.0,50.0,28,3,1,974,97422,2,1,0.0,2.0,-21.283786,55.509221,12,2,2
10,3,2,0.0,2021,40.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,25,9,1,6,6069,2,1,0.0,6.0,43.661501,6.922893,17,2,1
10,3,2,8.0,2021,35.0,1.0,1.0,1.0,3,3.0,1.0,1.0,30.0,4,3,1,74,74010,2,1,0.0,6.0,45.9013,6.1282,16,2,1
10,3,2,0.0,2021,9.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,19,9,1,51,51454,2,2,0.0,7.0,49.2457779495,4.0176087073,17,3,1
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,10,1,91,91432,2,1,0.0,3.0,48.69626,2.33369,7,2,2
10,3,2,0.0,2021,15.0,2.0,1.0,6.0,4,3.0,1.0,8.0,30.0,14,10,1,2,2168,2,7,0.0,6.0,49.04458,3.403077,17,3,1
2,2,2,2.0,2021,13.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,18,12,5,26,26220,2,6,0.0,1.0,44.358965,5.140686,19,3,2
1,1,1,1.0,2021,19.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,6,1,2,22,22076,1,1,0.0,3.0,48.545492,-2.391897,7,2,2
1,1,2,8.0,2021,24.0,2.0,2.0,1.0,3,2.0,5.0,1.0,50.0,9,2,5,94,94046,2,3,1.0,1.0,48.79041,2.43513,22,2,2
1,1,1,2.0,2021,57.0,1.0,2.0,1.0,4,2.0,2.0,1.0,50.0,13,5,1,75,75118,2,3,0.0,3.0,48.889671,2.33977,10,2,2
1,1,1,2.0,2021,44.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,21,12,1,201,201004,2,1,0.0,3.0,41.94619,8.76346,12,2,2
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,10,1,5,75,75109,2,1,0.0,2.0,48.873464,2.329355,19,2,2
2,2,2,1.0,2021,69.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,26,1,1,27,27372,1,2,0.0,1.0,49.354668,1.63508,15,3,2
7,2,1,1.0,2021,19.0,2.0,0.0,1.0,3,2.0,1.0,1.0,80.0,13,6,1,9,9209,1,1,0.0,7.0,42.997664,1.165924,13,4,1
2,2,2,1.0,2021,14.0,2.0,0.0,1.0,3,2.0,1.0,1.0,30.0,12,8,1,971,97101,2,3,0.0,2.0,16.23955,-61.51988,6,3,2
2,2,2,1.0,2021,21.0,5.0,2.0,1.0,4,2.0,1.0,1.0,50.0,27,8,1,69,69027,2,4,0.0,2.0,45.683889,4.762064,12,3,2
10,3,2,8.0,2021,12.0,2.0,1.0,1.0,7,2.0,1.0,1.0,30.0,3,2,1,83,83137,2,1,0.0,6.0,43.13106,5.9196,12,3,1
1,1,1,0.0,2021,66.0,1.0,2.0,5.0,2,2.0,1.0,1.0,50.0,11,6,5,971,97116,2,3,0.0,1.0,16.310327,-61.487651,20,2,2
10,3,2,0.0,2021,54.0,2.0,1.0,1.0,7,2.0,1.0,1.0,50.0,28,7,1,59,59009,2,1,0.0,6.0,50.66516,3.14063,7,2,1
1,1,1,1.0,2021,67.0,2.0,0.0,1.0,4,2.0,1.0,4.0,50.0,15,8,1,29,29019,2,1,0.0,6.0,48.3972645269,-4.5150622918,13,1,1
1,1,2,8.0,2021,32.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,17,6,1,92,92004,2,2,0.0,7.0,48.90916,2.29352,8,2,2
1,1,1,2.0,2021,64.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,3,3,5,6,6088,2,1,0.0,3.0,43.703827,7.203014,19,2,2
1,1,1,2.0,2021,22.0,1.0,2.0,1.0,7,1.0,1.0,1.0,70.0,24,4,5,13,13213,2,1,0.0,2.0,43.32167,5.41691,22,2,2
1,1,1,1.0,2021,73.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,9,12,1,67,67103,1,1,1.0,5.0,48.804944,7.386973,13,4,3
1,1,1,0.0,2021,10.0,1.0,2.0,5.0,4,1.0,1.0,1.0,50.0,28,10,1,85,85215,2,1,0.0,3.0,46.848443,-1.169616,13,2,2
10,3,1,0.0,2021,73.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,16,10,1,92,92036,2,2,1.0,6.0,48.9234409613,2.3214385775,10,2,1
1,1,1,0.0,2021,25.0,2.0,2.0,1.0,1,3.0,1.0,1.0,130.0,28,6,1,10,10092,1,1,0.0,2.0,48.171604668,4.3170297144,12,3,2
1,1,1,8.0,2021,50.0,1.0,0.0,5.0,3,2.0,1.0,1.0,50.0,22,10,1,94,94043,2,1,0.0,3.0,48.80898,2.36258,9,2,2
1,1,1,2.0,2021,15.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,16,11,1,58,58194,2,3,0.0,3.0,46.99186,3.16017,8,2,2
1,1,1,2.0,2021,28.0,1.0,0.0,1.0,4,2.0,2.0,1.0,50.0,13,7,1,87,87085,2,1,1.0,7.0,45.89489,1.28051,18,1,1
10,3,2,0.0,2021,60.0,1.0,1.0,1.0,3,2.0,1.0,1.0,50.0,8,1,5,92,92024,2,2,0.0,6.0,48.9011376434,2.3164603114,19,3,1
10,3,1,0.0,2021,46.0,4.0,1.0,1.0,5,2.0,2.0,8.0,10.0,11,3,5,41,41018,1,1,1.0,7.0,47.61326,1.33763,7,2,1
1,1,1,2.0,2021,18.0,1.0,1.0,1.0,4,3.0,1.0,1.0,50.0,29,5,1,62,62041,2,1,0.0,6.0,50.287639,2.773255,18,2,1
1,1,1,2.0,2021,44.0,1.0,0.0,1.0,4,1.0,2.0,1.0,70.0,16,5,1,75,75113,2,1,1.0,7.0,48.81688,2.348326,19,1,1
1,1,2,1.0,2021,64.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,26,7,1,65,65100,1,1,0.0,2.0,43.2686110741,0.071003059,17,2,2
1,1,1,2.0,2021,62.0,1.0,0.0,1.0,3,2.0,1.0,8.0,50.0,21,8,1,40,40062,1,6,0.0,7.0,43.90822,-0.542879,9,1,1
1,1,2,1.0,2021,60.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,28,5,1,3,3155,1,1,0.0,3.0,46.725297,2.875269,10,2,2
1,1,1,1.0,2021,22.0,2.0,0.0,1.0,2,3.0,2.0,1.0,70.0,15,1,1,71,71040,1,1,1.0,7.0,46.6936328717,4.3833307805,12,1,1
1,1,2,1.0,2021,57.0,2.0,2.0,1.0,6,2.0,1.0,8.0,50.0,19,5,1,201,201004,2,2,0.0,3.0,41.9496,8.77533,16,2,2
1,1,2,1.0,2021,47.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,26,4,1,29,29019,2,9,0.0,1.0,48.37646,-4.55298,8,2,2
1,1,1,2.0,2021,24.0,1.0,2.0,1.0,3,1.0,1.0,1.0,50.0,22,1,5,92,92064,2,1,0.0,3.0,48.8464945205,2.2236478329,20,2,2
1,1,2,1.0,2021,43.0,2.0,9.0,1.0,3,2.0,1.0,1.0,80.0,21,3,1,77,77517,1,6,0.0,2.0,48.91079,2.64101,9,3,2
10,3,1,0.0,2021,36.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,3,6,1,92,92049,2,2,1.0,6.0,48.81803,2.32237,19,2,1
1,1,1,2.0,2021,37.0,1.0,2.0,1.0,1,2.0,1.0,1.0,50.0,27,5,1,31,31555,2,1,0.0,3.0,43.64771,1.42215,8,2,2
1,1,1,8.0,2021,16.0,1.0,2.0,5.0,4,2.0,2.0,5.0,30.0,21,10,1,75,75103,2,2,1.0,3.0,48.865903,2.358133,14,2,2
1,1,1,2.0,2021,45.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,13,6,1,5,5061,1,1,0.0,7.0,44.50972,6.06499,16,1,1
1,1,1,2.0,2021,29.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,28,2,1,76,76543,1,1,0.0,7.0,49.614603,0.48784,16,1,1
1,1,1,1.0,2021,71.0,2.0,0.0,1.0,4,2.0,2.0,6.0,50.0,28,1,5,75,75118,2,1,1.0,6.0,48.8946851722,2.3594373465,7,1,1
1,1,1,8.0,2021,29.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,1,6,1,75,75116,2,1,0.0,3.0,48.864942,2.291219,9,3,2
1,1,1,2.0,2021,20.0,1.0,2.0,1.0,3,2.0,2.0,1.0,80.0,31,12,3,25,25056,1,1,0.0,3.0,47.22536,6.04724,17,2,2
1,1,1,2.0,2021,54.0,1.0,2.0,1.0,4,3.0,1.0,1.0,50.0,28,2,5,13,13206,2,2,0.0,3.0,43.28749,5.38907,20,2,2
1,1,1,1.0,2021,56.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,27,4,1,15,15014,2,9,0.0,2.0,44.93027,2.45,17,2,2
1,1,1,1.0,2021,44.0,2.0,0.0,1.0,2,3.0,7.0,1.0,90.0,11,4,1,35,35278,1,1,1.0,4.0,48.14098,-1.68211,13,4,4
1,1,1,2.0,2021,48.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,9,1,75,75116,2,1,0.0,3.0,48.852553,2.241642,17,2,2
1,1,2,8.0,2021,18.0,2.0,0.0,1.0,3,2.0,1.0,3.0,80.0,22,12,3,68,68144,1,1,0.0,6.0,47.761137,7.502429,20,2,1
10,3,1,0.0,2021,54.0,2.0,1.0,1.0,3,2.0,1.0,1.0,110.0,16,9,3,62,62865,1,1,0.0,6.0,50.333936,2.958471,23,2,1
1,1,2,1.0,2021,27.0,2.0,0.0,1.0,1,3.0,2.0,1.0,130.0,4,12,3,13,13028,1,1,1.0,6.0,43.19932,5.63579,21,1,1
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,15,6,1,973,97302,2,1,0.0,3.0,4.9291801871,-52.3018352418,13,2,2
10,3,1,0.0,2021,5.0,2.0,1.0,1.0,3,3.0,1.0,1.0,50.0,24,3,1,93,93070,2,1,0.0,6.0,48.913101135,2.3351097107,18,2,1
9,2,2,1.0,2021,35.0,2.0,2.0,1.0,1,1.0,1.0,1.0,130.0,25,1,1,76,76305,1,1,0.0,3.0,49.495202,0.248634,12,4,2
10,3,1,0.0,2021,71.0,2.0,1.0,1.0,4,2.0,2.0,1.0,50.0,16,3,1,51,51454,2,9,1.0,7.0,49.2709527091,4.0254104626,12,2,1
1,1,1,8.0,2021,29.0,2.0,0.0,1.0,3,2.0,1.0,8.0,50.0,31,12,5,80,80013,2,6,0.0,6.0,49.967074,1.941817,23,2,1
2,2,2,2.0,2021,39.0,1.0,0.0,1.0,3,2.0,1.0,3.0,80.0,6,6,1,62,62245,1,1,0.0,7.0,50.703457,1.998675,19,2,1
1,1,1,1.0,2021,38.0,3.0,2.0,1.0,3,3.0,1.0,1.0,50.0,2,4,5,92,92004,2,2,0.0,3.0,48.9268352181,2.2733277615,21,2,2
10,3,1,8.0,2021,79.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,31,3,1,25,25462,2,6,1.0,6.0,46.908939,6.339267,15,2,1
1,1,1,2.0,2021,18.0,1.0,0.0,5.0,7,2.0,1.0,1.0,80.0,31,3,1,69,69117,1,3,0.0,3.0,45.8565923895,4.7381329536,17,2,2
1,1,2,1.0,2021,36.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,16,3,1,64,64445,2,2,0.0,3.0,43.3054,-0.36108,7,2,2
1,1,1,8.0,2021,21.0,2.0,0.0,1.0,3,2.0,1.0,3.0,50.0,5,6,1,32,32462,2,1,0.0,6.0,43.76986,0.302363,8,1,1
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,21,5,1,52,52121,2,1,0.0,3.0,48.10188,5.14472,18,2,2
1,1,2,2.0,2021,15.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,13,12,1,40,40184,2,2,1.0,3.0,44.201397,-1.225818,16,2,2
1,1,1,2.0,2021,36.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,5,9,5,21,21231,2,3,0.0,1.0,47.33883,5.04909,4,2,2
1,1,1,2.0,2021,34.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,8,1,3,54,54167,1,1,0.0,1.0,48.664558,5.955727,6,2,2
2,2,1,1.0,2021,19.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,21,1,1,51,51454,2,2,0.0,3.0,49.261157565,4.021012394,12,3,2
4,2,2,1.0,2021,19.0,2.0,0.0,1.0,3,2.0,1.0,1.0,70.0,11,6,1,82,82121,2,1,0.0,6.0,43.981587,1.355964,21,3,1
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,5,5,1,75,75117,2,2,0.0,3.0,48.893744,2.322141,20,2,2
1,1,1,1.0,2021,48.0,5.0,2.0,1.0,1,3.0,2.0,1.0,90.0,6,5,1,94,94021,1,1,1.0,3.0,48.75984,2.33846,14,2,2
1,1,2,1.0,2021,38.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,22,1,2,69,69256,2,2,1.0,3.0,45.7495931828,4.9338831177,17,3,2
1,1,2,2.0,2021,18.0,1.0,0.0,1.0,4,2.0,1.0,1.0,30.0,21,7,1,13,13208,2,1,0.0,6.0,43.27089,5.39654,20,1,1
1,1,1,2.0,2021,58.0,6.0,0.0,1.0,4,2.0,9.0,1.0,70.0,12,6,1,61,61018,1,1,0.0,7.0,48.931405,0.320182,18,1,1
1,1,1,2.0,2021,20.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,14,12,2,92,92025,1,9,0.0,2.0,48.9325519824,2.2491261144,8,2,2
4,2,1,1.0,2021,8.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,28,10,1,91,91479,2,1,0.0,4.0,48.71054,2.35814,11,4,3
1,1,1,8.0,2021,35.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,29,8,1,94,94033,2,3,1.0,3.0,48.85356,2.47504,15,2,2
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,3,2.0,1.0,1.0,90.0,7,3,1,67,67188,1,1,0.0,2.0,48.5332051569,7.3880343303,17,2,2
1,1,2,1.0,2021,19.0,2.0,2.0,1.0,6,2.0,1.0,1.0,30.0,17,9,1,54,54547,2,1,0.0,1.0,48.64874,6.14677,19,2,2
1,1,1,1.0,2021,21.0,2.0,2.0,1.0,2,2.0,1.0,1.0,50.0,27,5,1,5,5061,1,1,0.0,4.0,44.57046,6.10505,8,3,3
1,1,2,1.0,2021,19.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,19,11,1,80,80021,2,1,0.0,3.0,49.8824,2.31887,14,2,2
10,3,1,0.0,2021,47.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,29,4,1,67,67462,2,1,0.0,6.0,48.255723,7.456808,13,2,1
1,1,1,2.0,2021,32.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,1,3,1,75,75107,2,2,0.0,3.0,48.862827,2.313468,9,2,2
1,1,1,2.0,2021,61.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,23,4,1,972,97213,2,1,0.0,3.0,14.5998013653,-60.9973686934,15,2,2
1,1,1,1.0,2021,28.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,15,6,1,65,65100,1,3,0.0,3.0,43.26202,0.05728,7,2,2
1,1,1,2.0,2021,58.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,18,6,1,6,6085,2,1,0.0,1.0,43.58587,7.001188,17,2,2
1,1,2,1.0,2021,50.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,30,6,1,24,24145,1,2,0.0,3.0,44.86522,0.55306,13,2,2
1,1,1,2.0,2021,22.0,1.0,0.0,1.0,4,1.0,1.0,1.0,50.0,30,8,5,75,75112,2,1,0.0,6.0,48.844862,2.367554,3,1,1
1,1,1,1.0,2021,43.0,2.0,0.0,1.0,3,2.0,1.0,3.0,80.0,17,4,3,44,44077,1,1,0.0,6.0,47.533407,-1.398445,21,1,1
1,1,1,2.0,2021,43.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,28,6,1,974,97416,1,1,0.0,7.0,-21.29532,55.48785,7,1,1
3,2,1,0.0,2021,20.0,2.0,0.0,1.0,3,2.0,1.0,1.0,90.0,3,3,1,14,14745,1,1,0.0,7.0,49.362589,-0.899484,15,6,1
4,2,2,3.0,2021,6.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,26,9,1,75,75119,2,3,0.0,2.0,48.8792869984,2.3743818243,17,4,2
10,3,2,0.0,2021,59.0,5.0,1.0,1.0,4,2.0,1.0,1.0,50.0,19,1,2,92,92062,2,1,0.0,6.0,48.8844305873,2.237776874,17,2,1
10,3,2,0.0,2021,63.0,2.0,1.0,1.0,4,2.0,2.0,1.0,50.0,16,3,1,75,75113,2,3,1.0,6.0,48.838319,2.342078,11,2,1
1,1,2,1.0,2021,53.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,2,9,1,49,49328,1,2,0.0,3.0,47.27219,-0.12795,8,2,2
1,1,1,1.0,2021,61.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,4,1,6,6088,2,2,0.0,3.0,43.70705,7.266607,19,3,2
2,2,1,1.0,2021,15.0,5.0,2.0,1.0,1,3.0,1.0,1.0,130.0,9,11,1,26,26312,1,1,0.0,2.0,44.607182,4.793687,12,3,2
10,3,2,0.0,2021,16.0,1.0,1.0,3.0,4,1.0,1.0,5.0,30.0,5,7,1,75,75104,2,3,0.0,6.0,48.853822,2.368178,19,2,1
1,1,1,1.0,2021,20.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,6,3,1,201,201247,2,3,0.0,1.0,41.6056039101,9.2796060626,17,4,2
1,1,1,2.0,2021,34.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,27,3,1,31,31511,1,1,0.0,7.0,43.64302,1.643899,15,2,1
1,1,1,0.0,2021,29.0,1.0,0.0,5.0,3,2.0,1.0,1.0,80.0,24,2,1,53,53109,1,1,0.0,7.0,48.294251,-0.480663,17,1,1
1,1,1,2.0,2021,51.0,1.0,1.0,5.0,4,2.0,1.0,1.0,50.0,16,6,1,75,75113,2,3,0.0,6.0,48.827143,2.367162,19,2,1
1,1,1,8.0,2021,15.0,1.0,2.0,1.0,7,1.0,2.0,1.0,70.0,16,9,5,69,69276,2,1,0.0,2.0,45.68683,4.86189,21,3,2
9,2,2,1.0,2021,12.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,7,5,1,66,66217,1,1,0.0,1.0,42.616465,2.805204,19,5,2
1,1,2,1.0,2021,24.0,2.0,2.0,1.0,7,1.0,1.0,1.0,90.0,16,10,1,13,13047,1,1,0.0,6.0,43.47125,4.99913,16,3,2
1,1,2,1.0,2021,33.0,2.0,0.0,1.0,1,3.0,5.0,3.0,110.0,9,2,4,68,68300,1,1,1.0,7.0,47.781061,7.401556,22,1,1
1,1,1,2.0,2021,19.0,1.0,2.0,1.0,4,2.0,2.0,5.0,50.0,4,8,2,69,69384,2,1,1.0,3.0,45.77465,4.8125,20,2,2
1,1,1,1.0,2021,30.0,2.0,2.0,1.0,2,1.0,1.0,1.0,80.0,2,4,5,30,30189,2,1,0.0,3.0,43.86907,4.32565,20,2,2
1,1,2,1.0,2021,24.0,2.0,2.0,1.0,2,3.0,2.0,1.0,90.0,11,12,3,35,35238,1,1,1.0,2.0,48.08098,-1.66741,20,2,2
1,1,1,2.0,2021,66.0,1.0,2.0,1.0,4,2.0,2.0,1.0,50.0,22,6,1,75,75111,2,2,0.0,3.0,48.850669,2.394496,18,2,2
2,2,2,2.0,2021,19.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,8,5,1,71,71075,1,1,1.0,3.0,46.60186,3.855587,17,3,2
10,3,1,0.0,2021,36.0,5.0,1.0,1.0,4,1.0,1.0,1.0,30.0,2,9,1,93,93048,2,1,1.0,6.0,48.8628773349,2.4786400795,19,2,1
1,1,2,2.0,2021,16.0,1.0,0.0,1.0,3,2.0,9.0,3.0,80.0,9,3,1,85,85288,1,1,0.0,7.0,46.455569,-1.600935,14,1,1
1,1,2,1.0,2021,39.0,2.0,0.0,1.0,4,2.0,1.0,1.0,70.0,8,3,1,75,75112,2,4,0.0,6.0,48.827911,2.394626,9,1,1
2,2,2,1.0,2021,49.0,2.0,2.0,1.0,3,1.0,1.0,1.0,30.0,25,10,1,93,93066,2,1,0.0,4.0,48.945504284,2.3504133215,14,4,3
1,1,1,8.0,2021,28.0,2.0,2.0,1.0,2,2.0,1.0,1.0,70.0,21,3,3,972,97230,1,1,0.0,5.0,14.736557,-60.976653,20,7,3
1,1,2,1.0,2021,32.0,2.0,0.0,1.0,1,3.0,2.0,3.0,130.0,21,6,1,15,15168,1,1,1.0,7.0,44.975895,3.186228,14,1,1
10,3,2,0.0,2021,38.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,10,12,5,75,75115,2,4,0.0,6.0,48.832687,2.288369,19,2,1
1,1,1,2.0,2021,36.0,1.0,2.0,3.0,4,1.0,1.0,1.0,30.0,1,10,5,75,75115,2,2,0.0,3.0,48.842089,2.290388,6,3,2
1,1,1,1.0,2021,20.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,25,11,1,44,44107,1,1,0.0,1.0,47.430758,-1.336641,13,2,2
1,1,1,8.0,2021,38.0,2.0,2.0,1.0,2,2.0,2.0,1.0,80.0,28,11,1,70,70473,1,1,1.0,1.0,47.798051,6.403322,7,3,2
1,1,1,1.0,2021,19.0,2.0,0.0,1.0,3,2.0,2.0,8.0,50.0,14,11,3,67,67153,2,1,1.0,6.0,48.7937940669,7.5254845619,2,1,1
