place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,2,8.0,2021,49.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,3,5,1,91,91685,1,1,0.0,2.0,48.663221,2.294778,17,2,2
1,1,1,2.0,2021,62.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,6,10,1,91,91477,2,1,0.0,3.0,48.706001,2.208818,8,2,2
1,1,1,2.0,2021,49.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,28,8,1,202,202354,1,1,0.0,3.0,42.156118,9.153757,15,2,2
1,1,2,8.0,2021,34.0,2.0,0.0,1.0,3,1.0,2.0,8.0,50.0,31,10,3,60,60508,1,6,1.0,6.0,49.308001,2.683024,2,2,1
1,1,1,2.0,2021,28.0,1.0,0.0,1.0,3,2.0,1.0,1.0,70.0,12,3,5,38,38341,1,3,0.0,3.0,45.567033,5.414245,19,2,2
4,2,2,1.0,2021,61.0,2.0,0.0,1.0,1,1.0,1.0,3.0,130.0,29,7,1,85,85238,1,1,0.0,7.0,46.9636717654,-0.9236589074,14,4,1
2,2,1,1.0,2021,19.0,2.0,0.0,1.0,3,2.0,2.0,1.0,50.0,31,10,3,6,6069,1,1,1.0,6.0,43.645203,6.894575,23,3,1
2,2,1,1.0,2021,3.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,3,8,1,93,93008,2,1,0.0,6.0,48.91385,2.41593,18,2,1
10,3,1,0.0,2021,10.0,2.0,1.0,1.0,4,2.0,1.0,8.0,30.0,11,7,1,67,67482,2,1,0.0,6.0,48.54994,7.75608,11,2,1
2,2,1,1.0,2021,42.0,2.0,0.0,1.0,3,2.0,2.0,8.0,80.0,15,1,3,77,77053,1,1,1.0,7.0,48.68219,2.5971,0,2,1
10,3,1,8.0,2021,21.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,22,10,1,59,59599,2,1,0.0,6.0,50.7245210242,3.153865767,17,2,1
1,1,1,0.0,2021,61.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,11,1,5,69,69383,2,1,0.0,6.0,45.74915,4.87708,17,1,1
10,3,2,0.0,2021,84.0,2.0,1.0,1.0,3,2.0,1.0,1.0,30.0,27,3,1,38,38565,2,1,0.0,6.0,45.29812,5.635718,14,2,1
1,1,2,1.0,2021,29.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,5,7,1,59,59599,2,2,0.0,3.0,50.7178540803,3.1657421792,12,3,2
1,1,2,8.0,2021,31.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,25,11,5,13,13213,2,1,1.0,2.0,43.33119,5.41928,22,2,2
1,1,1,1.0,2021,26.0,2.0,2.0,1.0,1,3.0,1.0,1.0,70.0,28,12,3,13,13211,1,1,0.0,3.0,43.286224,5.42984,18,2,2
1,1,2,1.0,2021,47.0,2.0,0.0,1.0,1,3.0,1.0,1.0,130.0,11,5,1,2,2776,1,1,0.0,7.0,50.007077,3.175006,17,1,1
1,1,1,1.0,2021,90.0,2.0,0.0,1.0,3,2.0,2.0,3.0,80.0,26,5,1,88,88327,1,1,1.0,6.0,48.314964,6.36441,14,1,1
10,3,1,0.0,2021,59.0,2.0,1.0,1.0,4,1.0,1.0,6.0,50.0,5,3,1,75,75109,2,2,0.0,6.0,48.8761585131,2.3311095468,15,2,1
10,3,1,0.0,2021,17.0,2.0,1.0,1.0,4,3.0,2.0,1.0,50.0,22,5,5,13,13208,2,1,1.0,7.0,43.2601,5.3754,0,3,1
10,3,2,0.0,2021,91.0,2.0,1.0,4.0,3,2.0,1.0,1.0,50.0,7,11,5,92,92007,2,1,0.0,6.0,48.7980748783,2.3033201694,17,2,1
1,1,1,2.0,2021,23.0,1.0,0.0,1.0,4,2.0,2.0,4.0,5.0,25,11,5,33,33063,2,1,1.0,6.0,44.85366,-0.5654,2,2,1
10,3,1,8.0,2021,89.0,5.0,1.0,1.0,4,1.0,1.0,1.0,30.0,22,6,1,75,75109,2,1,0.0,6.0,48.874612,2.331894,17,2,1
2,2,2,1.0,2021,35.0,2.0,2.0,1.0,1,3.0,1.0,1.0,110.0,20,6,1,95,95018,1,1,0.0,4.0,48.9628056614,2.2656336597,11,5,4
1,1,1,0.0,2021,16.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,15,4,1,39,39491,2,2,0.0,3.0,46.399085,5.790406,15,2,2
10,3,2,0.0,2021,45.0,5.0,1.0,1.0,4,2.0,1.0,8.0,50.0,14,10,1,69,69384,2,6,0.0,6.0,45.773411,4.8124,10,2,1
1,1,2,1.0,2021,53.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,10,4,1,66,66136,2,1,0.0,2.0,42.67876,2.8813,9,2,2
1,1,1,2.0,2021,42.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,28,10,1,93,93070,2,9,0.0,2.0,48.90877,2.33952,7,2,2
10,3,1,0.0,2021,50.0,3.0,1.0,3.0,4,2.0,1.0,6.0,50.0,4,1,1,67,67482,2,8,0.0,6.0,48.58238,7.73699,14,2,1
1,1,2,1.0,2021,75.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,27,4,1,58,58280,1,1,0.0,1.0,46.844717,3.419328,14,2,2
7,2,2,1.0,2021,17.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,19,6,1,26,26377,1,1,0.0,1.0,44.309457,5.040376,17,5,2
1,1,1,2.0,2021,26.0,1.0,0.0,1.0,3,2.0,1.0,3.0,80.0,6,12,3,971,97112,1,1,0.0,7.0,15.922029,-61.33328,21,1,1
1,1,1,8.0,2021,27.0,2.0,2.0,1.0,2,1.0,1.0,1.0,70.0,23,7,1,91,91064,1,1,0.0,2.0,48.77018,2.22931,18,2,2
1,1,2,1.0,2021,54.0,2.0,0.0,6.0,3,2.0,1.0,3.0,80.0,4,6,2,56,56177,1,1,0.0,7.0,47.782377,-3.022002,19,1,1
1,1,1,2.0,2021,36.0,1.0,2.0,1.0,1,1.0,1.0,1.0,90.0,20,5,1,13,13215,1,1,0.0,2.0,43.38492,5.35091,13,2,2
10,3,1,0.0,2021,10.0,2.0,1.0,1.0,2,2.0,1.0,1.0,50.0,31,12,5,971,97113,2,1,0.0,6.0,16.21512,-61.43833,19,2,1
1,1,1,1.0,2021,53.0,2.0,2.0,1.0,3,1.0,1.0,1.0,50.0,21,2,1,93,93005,2,6,0.0,4.0,48.9542281186,2.5100585412,16,3,3
1,1,1,1.0,2021,39.0,2.0,2.0,1.0,1,3.0,2.0,1.0,110.0,9,8,1,92,92036,1,1,0.0,5.0,48.9378886633,2.297667219,10,3,3
2,1,1,1.0,2021,51.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,29,6,1,93,93066,1,1,0.0,5.0,48.91584,2.35764,10,6,5
2,2,2,1.0,2021,83.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,17,12,1,62,62043,2,2,0.0,3.0,50.908154,1.934248,14,3,2
1,1,1,2.0,2021,33.0,1.0,0.0,1.0,4,2.0,1.0,3.0,50.0,28,9,1,56,56098,2,1,0.0,6.0,47.76325,-3.34602,18,1,1
1,1,1,2.0,2021,17.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,30,7,1,6,6091,2,1,0.0,3.0,43.778251,7.398078,10,2,2
2,2,1,1.0,2021,19.0,2.0,0.0,1.0,4,1.0,2.0,1.0,50.0,30,10,3,92,92036,2,1,1.0,6.0,48.9267730562,2.2902056349,5,2,1
1,1,2,1.0,2021,30.0,2.0,2.0,1.0,7,3.0,1.0,1.0,50.0,8,1,4,13,13117,2,2,0.0,3.0,43.423061,5.237512,22,3,2
1,1,1,1.0,2021,31.0,2.0,0.0,1.0,4,1.0,1.0,3.0,50.0,19,9,5,50,50173,2,1,0.0,2.0,49.65068,-1.65583,1,1,1
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,23,11,1,973,97302,2,1,0.0,3.0,4.9414900943,-52.3195656538,13,3,2
1,1,1,8.0,2021,24.0,1.0,2.0,1.0,2,1.0,1.0,1.0,90.0,18,12,5,973,97302,2,6,0.0,2.0,4.9312543573,-52.3297893405,1,3,2
2,2,2,1.0,2021,38.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,3,11,1,972,97213,2,7,0.0,3.0,14.65669,-60.97463,8,5,2
1,1,2,1.0,2021,29.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,5,10,3,4,4112,1,1,0.0,1.0,43.8421,5.75135,6,2,2
1,1,1,2.0,2021,60.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,29,3,1,29,29015,1,2,0.0,2.0,48.4869946083,-4.500483268,8,2,2
10,3,2,0.0,2021,56.0,1.0,1.0,1.0,4,2.0,1.0,1.0,30.0,16,12,2,75,75117,2,1,0.0,6.0,48.881603,2.315197,18,2,1
1,1,1,2.0,2021,37.0,1.0,2.0,1.0,1,2.0,1.0,1.0,70.0,24,10,1,94,94073,1,1,0.0,6.0,48.7706496736,2.3853272779,15,3,3
1,1,1,1.0,2021,57.0,2.0,2.0,2.0,4,3.0,2.0,1.0,50.0,24,8,5,25,25056,2,2,0.0,3.0,47.23809,5.98783,5,2,2
7,2,2,8.0,2021,2.0,3.0,2.0,1.0,7,3.0,2.0,1.0,50.0,7,1,1,63,63113,2,6,0.0,3.0,45.7892,3.0807,13,3,2
1,1,1,2.0,2021,17.0,1.0,0.0,1.0,4,3.0,1.0,1.0,50.0,25,4,1,10,10387,2,1,0.0,7.0,48.29527,4.07985,14,1,1
1,1,1,6.0,2021,60.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,16,3,3,33,33179,2,6,0.0,6.0,44.986668,-0.261525,19,1,1
1,1,2,1.0,2021,22.0,2.0,2.0,1.0,1,2.0,1.0,1.0,90.0,15,12,1,13,13215,1,1,0.0,2.0,43.37899,5.35528,9,2,2
1,1,2,1.0,2021,31.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,12,7,1,42,42013,2,2,0.0,3.0,45.646484,4.291357,13,3,2
1,1,1,2.0,2021,25.0,1.0,2.0,1.0,1,1.0,1.0,1.0,70.0,9,7,1,94,94043,1,1,0.0,3.0,48.8153,2.356,14,2,2
1,1,2,1.0,2021,49.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,31,8,1,68,68043,1,4,0.0,3.0,47.855067,7.242463,12,6,2
1,1,2,1.0,2021,19.0,2.0,0.0,1.0,4,1.0,2.0,1.0,30.0,21,10,5,17,17300,2,1,1.0,6.0,46.16582,-1.1539,1,1,1
1,1,1,2.0,2021,31.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,9,7,5,94,94042,2,2,0.0,7.0,48.82006,2.47936,0,1,1
1,1,1,1.0,2021,91.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,17,8,1,45,45068,2,3,0.0,3.0,48.015666,2.738701,9,2,2
1,1,1,1.0,2021,60.0,5.0,0.0,1.0,2,3.0,1.0,3.0,110.0,15,3,1,29,29075,1,1,0.0,6.0,48.440846,-4.412051,17,1,1
2,2,1,2.0,2021,18.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,10,7,5,40,40088,2,1,0.0,1.0,43.7169198731,-1.0534644127,1,3,2
1,1,1,2.0,2021,56.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,2,9,5,77,77183,2,1,0.0,7.0,48.94017,3.12103,5,2,2
1,1,1,2.0,2021,38.0,1.0,2.0,1.0,2,2.0,1.0,1.0,70.0,31,8,1,87,87107,1,2,0.0,3.0,45.936408,1.186459,8,2,2
1,1,2,8.0,2021,31.0,2.0,2.0,1.0,1,3.0,2.0,1.0,90.0,5,12,1,92,92025,1,1,1.0,2.0,48.9337607492,2.25454017,13,2,2
1,1,1,1.0,2021,44.0,2.0,0.0,1.0,3,2.0,7.0,4.0,70.0,3,1,1,49,49222,1,1,0.0,7.0,47.364254,-0.559196,9,1,1
2,2,2,1.0,2021,19.0,2.0,2.0,1.0,1,1.0,2.0,1.0,130.0,17,8,1,59,59123,1,1,0.0,2.0,50.500322,3.007482,9,3,2
1,1,1,1.0,2021,46.0,4.0,0.0,1.0,1,1.0,2.0,1.0,50.0,13,1,3,95,95252,1,1,1.0,6.0,48.98656,2.21174,23,1,1
1,1,1,2.0,2021,42.0,1.0,2.0,1.0,4,1.0,1.0,1.0,70.0,30,6,1,75,75116,2,1,0.0,3.0,48.861934,2.2646,14,2,2
1,1,1,0.0,2021,33.0,1.0,2.0,5.0,7,2.0,2.0,5.0,50.0,29,10,1,59,59350,2,1,0.0,3.0,50.62194,3.08852,16,2,2
3,2,1,8.0,2021,44.0,4.0,2.0,6.0,4,2.0,1.0,6.0,50.0,21,4,1,75,75113,2,4,0.0,3.0,48.834902,2.353187,16,3,2
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,1,2.0,1.0,1.0,90.0,17,9,2,94,94028,1,1,0.0,3.0,48.79914,2.44576,6,2,2
1,1,1,8.0,2021,28.0,2.0,0.0,1.0,4,1.0,2.0,4.0,50.0,24,5,1,50,50129,2,1,1.0,6.0,49.63212,-1.62742,19,1,1
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,22,11,1,40,40075,2,1,0.0,3.0,43.88059,-1.148912,14,2,2
10,3,2,0.0,2021,11.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,3,1,94,94081,2,1,0.0,3.0,48.79898,2.39924,17,2,1
1,1,1,2.0,2021,66.0,1.0,0.0,5.0,7,2.0,1.0,1.0,50.0,15,2,1,83,83069,1,1,0.0,6.0,43.0808,6.1275,12,1,1
2,2,2,2.0,2021,7.0,1.0,0.0,1.0,6,2.0,1.0,8.0,30.0,3,8,1,971,97101,1,1,0.0,6.0,16.27146,-61.51524,11,2,1
1,1,1,1.0,2021,33.0,2.0,2.0,1.0,2,1.0,1.0,8.0,90.0,30,11,1,44,44172,1,1,0.0,3.0,47.2398,-1.48673,9,2,2
1,1,1,1.0,2021,22.0,2.0,0.0,1.0,3,2.0,1.0,1.0,70.0,20,11,1,74,74281,1,1,0.0,6.0,46.3645,6.51137,7,2,1
2,2,2,8.0,2021,58.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,2,1,75,75113,2,1,0.0,3.0,48.820292,2.359113,15,3,2
1,1,1,1.0,2021,32.0,5.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,2,1,38,38544,2,1,0.0,3.0,45.50838,4.86004,9,2,2
2,2,2,2.0,2021,19.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,1,12,5,56,56121,2,2,0.0,3.0,47.75372,-3.36236,18,3,2
10,3,1,0.0,2021,27.0,3.0,1.0,2.0,4,2.0,1.0,1.0,30.0,30,9,1,75,75112,2,1,0.0,6.0,48.849127,2.385397,15,2,1
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,4,2.0,2.0,1.0,50.0,26,1,5,64,64140,2,3,1.0,3.0,43.53148,-1.47349,18,2,2
1,1,1,0.0,2021,49.0,1.0,2.0,3.0,3,1.0,1.0,1.0,50.0,16,3,1,38,38378,2,6,0.0,3.0,45.444009,4.768796,16,2,2
1,1,1,8.0,2021,25.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,11,10,1,57,57438,1,3,1.0,3.0,49.179747,6.209829,7,2,2
1,1,1,8.0,2021,54.0,1.0,2.0,5.0,4,1.0,1.0,5.0,50.0,28,5,1,75,75118,2,3,0.0,3.0,48.897812,2.333489,8,2,2
1,1,1,8.0,2021,31.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,26,11,1,13,13212,2,1,0.0,3.0,43.304407984,5.4739649215,14,2,2
1,1,1,1.0,2021,26.0,2.0,2.0,1.0,4,2.0,2.0,1.0,30.0,26,10,1,94,94068,2,2,1.0,3.0,48.78955,2.51607,8,2,2
10,3,2,0.0,2021,2.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,29,1,1,75,75116,2,2,0.0,6.0,48.846484,2.27063,12,2,1
3,2,2,1.0,2021,22.0,2.0,0.0,1.0,3,2.0,1.0,3.0,70.0,6,7,2,201,201247,1,1,0.0,7.0,41.59314,9.315226,6,3,1
1,1,1,2.0,2021,55.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,17,6,1,43,43157,2,3,0.0,3.0,45.04116,3.890135,9,2,2
5,2,1,8.0,2021,38.0,5.0,2.0,1.0,2,3.0,1.0,8.0,70.0,16,11,1,78,78646,1,9,0.0,2.0,48.79312,2.0818,15,5,2
10,3,1,0.0,2021,72.0,5.0,1.0,1.0,3,2.0,1.0,1.0,90.0,8,6,2,19,19178,1,1,1.0,6.0,45.2705891737,1.5289891201,6,2,1
1,1,2,1.0,2021,35.0,2.0,2.0,1.0,1,3.0,1.0,1.0,110.0,2,3,1,91,91228,1,1,0.0,5.0,48.626,2.4162,12,3,3
1,1,1,2.0,2021,58.0,1.0,0.0,1.0,2,2.0,1.0,1.0,80.0,23,3,1,202,202342,1,1,0.0,7.0,41.941381,9.391631,7,2,2
10,3,1,0.0,2021,76.0,2.0,1.0,1.0,3,2.0,1.0,1.0,30.0,2,7,1,72,72025,2,1,0.0,6.0,47.689378,-0.168673,12,2,1
2,1,1,2.0,2021,50.0,1.0,0.0,1.0,4,2.0,1.0,3.0,50.0,21,5,5,974,97407,2,1,0.0,2.0,-20.94215,55.29252,22,2,2
1,1,1,2.0,2021,51.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,5,9,1,91,91215,2,1,0.0,6.0,48.69197,2.51454,12,3,2
1,1,1,2.0,2021,51.0,1.0,2.0,1.0,1,2.0,2.0,1.0,90.0,6,12,2,77,77337,1,1,1.0,6.0,48.830276399,2.612456049,8,3,3
1,1,2,8.0,2021,66.0,2.0,2.0,1.0,4,1.0,1.0,1.0,50.0,25,6,1,69,69384,2,1,0.0,2.0,45.7744626565,4.8141145706,18,2,2
1,1,1,2.0,2021,69.0,1.0,0.0,5.0,3,2.0,1.0,3.0,80.0,29,8,1,10,10251,1,1,0.0,7.0,48.108205,3.951538,10,1,1
10,3,1,0.0,2021,77.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,11,4,1,65,65440,2,7,0.0,6.0,43.228944,0.083492,9,2,1
1,1,1,2.0,2021,54.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,10,1,79,79195,2,9,0.0,3.0,46.947129,-0.594254,12,2,2
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,3,1.0,1.0,1.0,50.0,25,8,1,51,51172,2,6,0.0,3.0,49.2150768145,4.0507441367,16,2,2
1,1,1,2.0,2021,49.0,1.0,0.0,1.0,3,2.0,1.0,1.0,70.0,31,8,5,17,17333,2,9,0.0,7.0,45.57719,-0.98653,23,1,1
1,1,1,2.0,2021,50.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,8,1,5,80,80021,2,1,0.0,2.0,49.91164,2.25216,17,2,2
1,1,1,1.0,2021,27.0,2.0,0.0,1.0,3,2.0,1.0,1.0,90.0,17,3,1,14,14301,2,1,0.0,7.0,49.185,-0.29469,20,1,1
10,3,2,0.0,2021,4.0,2.0,1.0,2.0,3,1.0,1.0,1.0,50.0,24,5,1,94,94081,2,3,0.0,3.0,48.78317,2.39397,19,2,1
1,1,1,2.0,2021,47.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,16,3,1,13,13005,2,3,0.0,3.0,43.29753,5.57378,15,3,2
1,1,2,1.0,2021,20.0,2.0,2.0,1.0,1,3.0,1.0,1.0,110.0,13,12,3,91,91286,1,1,0.0,2.0,48.64912,2.38535,18,2,2
1,1,1,2.0,2021,61.0,1.0,2.0,1.0,2,2.0,1.0,1.0,50.0,27,9,5,986,98613,2,2,0.0,3.0,-13.282039,-176.174018,19,2,2
1,1,2,8.0,2021,29.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,19,5,1,92,92025,1,1,0.0,4.0,48.9270323695,2.2366148297,19,3,3
1,1,2,1.0,2021,48.0,2.0,2.0,1.0,4,1.0,2.0,1.0,50.0,15,5,2,69,69388,2,2,1.0,3.0,45.73057,4.86448,19,2,2
10,3,2,0.0,2021,49.0,2.0,1.0,1.0,4,2.0,2.0,1.0,50.0,14,5,1,60,60057,2,1,0.0,6.0,49.4341852915,2.0799458586,12,3,1
1,1,1,1.0,2021,71.0,2.0,2.0,1.0,1,1.0,1.0,1.0,90.0,10,7,1,13,13015,1,1,0.0,2.0,43.47088,5.40728,16,2,2
9,2,1,1.0,2021,10.0,2.0,9.0,1.0,3,2.0,7.0,3.0,50.0,26,1,2,65,65389,2,1,1.0,6.0,43.072685,0.485539,8,3,1
1,1,1,1.0,2021,48.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,16,10,5,67,67482,2,3,0.0,3.0,48.58615,7.76289,0,5,2
10,3,2,0.0,2021,74.0,2.0,1.0,1.0,4,1.0,2.0,1.0,40.0,2,11,4,85,85113,2,4,1.0,6.0,46.72298,-2.350463,19,3,1
1,1,2,1.0,2021,25.0,2.0,0.0,1.0,1,1.0,1.0,1.0,50.0,5,4,3,13,13202,1,1,0.0,6.0,43.317,5.36402,22,2,1
1,1,1,2.0,2021,28.0,1.0,0.0,1.0,3,2.0,9.0,1.0,80.0,20,6,1,73,73088,1,1,0.0,6.0,45.7784841691,6.4863318802,13,2,2
1,1,1,0.0,2021,28.0,2.0,0.0,1.0,4,2.0,1.0,3.0,50.0,16,10,3,29,29023,2,1,0.0,6.0,48.66044,-3.923955,21,2,1
10,3,2,0.0,2021,13.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,4,2,1,89,89024,2,1,0.0,6.0,47.81419,3.55919,15,2,1
1,1,2,1.0,2021,64.0,2.0,0.0,1.0,2,3.0,2.0,3.0,40.0,10,7,1,50,50203,2,1,0.0,6.0,49.62213,-1.61342,16,1,1
1,1,1,2.0,2021,26.0,1.0,2.0,1.0,3,3.0,1.0,1.0,110.0,13,6,1,93,93074,1,1,0.0,5.0,48.93328,2.59141,12,3,3
1,1,1,2.0,2021,47.0,1.0,0.0,1.0,3,2.0,2.0,1.0,70.0,23,11,3,33,33052,1,9,0.0,2.0,44.95852,-0.2307,18,2,2
1,1,1,0.0,2021,12.0,1.0,2.0,5.0,4,3.0,1.0,1.0,50.0,26,1,1,35,35238,2,2,0.0,1.0,48.09208,-1.67615,9,2,2
1,1,2,1.0,2021,42.0,2.0,2.0,2.0,4,1.0,1.0,1.0,50.0,9,2,1,75,75120,2,2,0.0,3.0,48.853532,2.410788,18,2,2
1,1,1,1.0,2021,38.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,3,5,1,69,69142,2,1,1.0,4.0,45.73977,4.81201,12,5,3
1,1,1,2.0,2021,34.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,5,2,1,6,6122,2,1,0.0,5.0,43.74367,7.136736,7,3,3
1,1,1,2.0,2021,26.0,1.0,2.0,1.0,2,3.0,1.0,1.0,70.0,29,11,2,974,97411,1,1,0.0,3.0,-20.87551,55.45465,9,2,2
2,2,1,8.0,2021,9.0,2.0,0.0,1.0,3,2.0,1.0,3.0,80.0,1,4,1,4,4076,1,1,0.0,6.0,43.952417,6.842337,17,3,1
10,3,1,0.0,2021,11.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,5,2,1,69,69029,2,1,0.0,6.0,45.73145,4.90292,7,2,1
1,1,1,1.0,2021,30.0,2.0,2.0,1.0,3,2.0,2.0,1.0,70.0,27,1,1,58,58118,1,1,1.0,1.0,46.823046,3.704624,11,2,2
10,3,1,0.0,2021,43.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,7,9,1,93,93005,2,2,0.0,1.0,48.95577,2.50416,9,2,1
1,1,1,8.0,2021,23.0,1.0,2.0,6.0,4,2.0,1.0,1.0,50.0,27,1,5,971,97101,2,9,0.0,2.0,16.27763,-61.50435,22,2,2
1,1,1,8.0,2021,24.0,1.0,2.0,5.0,4,1.0,2.0,1.0,50.0,6,10,1,67,67482,2,3,1.0,3.0,48.59119,7.74208,17,2,2
1,1,2,1.0,2021,24.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,14,8,1,30,30007,1,1,0.0,7.0,44.09716,4.06857,18,1,1
1,1,1,2.0,2021,80.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,1,3,1,22,22113,2,1,0.0,2.0,48.724299,-3.435497,15,2,2
1,1,2,1.0,2021,29.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,27,5,3,94,94081,2,1,0.0,6.0,48.7778,2.37649,23,1,1
1,1,1,0.0,2021,43.0,1.0,0.0,3.0,3,1.0,1.0,1.0,50.0,15,6,5,1,1034,2,1,0.0,6.0,45.758856,5.686251,22,1,1
1,1,1,2.0,2021,48.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,21,5,1,92,92073,2,1,0.0,3.0,48.8787202496,2.2174036503,8,2,2
2,2,2,1.0,2021,80.0,2.0,2.0,1.0,3,2.0,1.0,1.0,70.0,10,8,1,71,71398,1,2,0.0,3.0,46.759139,4.995593,10,6,2
1,1,1,8.0,2021,25.0,1.0,2.0,5.0,4,2.0,1.0,5.0,30.0,19,7,5,75,75106,2,1,0.0,2.0,48.857517,2.338121,22,2,2
1,1,1,2.0,2021,33.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,7,6,1,75,75116,2,2,0.0,3.0,48.849935,2.272226,20,2,2
1,1,2,1.0,2021,22.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,28,7,5,70,70473,2,6,1.0,3.0,47.8084376281,6.3831889591,0,6,2
1,1,1,2.0,2021,37.0,1.0,2.0,1.0,4,2.0,1.0,1.0,70.0,18,8,1,29,29232,2,1,0.0,1.0,47.98865,-4.05601,9,2,2
1,1,1,8.0,2021,38.0,2.0,2.0,1.0,3,1.0,1.0,1.0,50.0,12,9,1,93,93051,2,1,0.0,2.0,48.84946,2.5652,15,2,2
1,1,1,1.0,2021,23.0,2.0,2.0,1.0,4,2.0,1.0,1.0,80.0,21,7,1,63,63163,1,1,1.0,1.0,45.762868,2.798016,17,2,2
1,1,1,8.0,2021,37.0,1.0,2.0,5.0,4,2.0,1.0,6.0,30.0,6,7,1,75,75102,2,3,0.0,3.0,48.870118,2.329078,15,2,2
10,3,2,0.0,2021,35.0,2.0,1.0,1.0,6,2.0,1.0,8.0,10.0,21,12,5,971,97113,2,9,0.0,6.0,16.21806,-61.51594,21,2,1
1,1,2,1.0,2021,20.0,2.0,2.0,1.0,1,3.0,2.0,1.0,130.0,5,12,3,33,33448,1,1,1.0,2.0,44.713829,-0.516983,18,2,2
1,1,1,1.0,2021,21.0,2.0,2.0,1.0,2,1.0,1.0,1.0,110.0,2,1,1,77,77249,1,1,0.0,6.0,48.7312281445,2.6091964028,14,6,3
2,2,2,1.0,2021,76.0,2.0,0.0,1.0,1,1.0,1.0,1.0,80.0,14,9,1,63,63413,1,3,0.0,3.0,45.653779,3.16837,10,3,2
10,3,1,0.0,2021,62.0,3.0,1.0,3.0,4,2.0,1.0,6.0,50.0,15,10,5,67,67482,2,8,0.0,6.0,48.58996,7.71551,21,3,1
1,1,1,1.0,2021,38.0,5.0,2.0,1.0,7,2.0,1.0,1.0,50.0,7,11,5,59,59599,2,1,0.0,3.0,50.71501,3.15862,20,2,2
1,1,1,8.0,2021,26.0,2.0,0.0,1.0,3,2.0,1.0,3.0,90.0,20,6,3,15,15012,1,1,0.0,7.0,44.86815,2.44583,0,1,1
